,State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",RADIO DIAGNOSIS,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",RADIO DIAGNOSIS,UP Priv-Min. Quota,"?41,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",430,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"KGMU, Lucknow",SPM,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"S N Med Coll, Agra",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"Govt Med Coll, Azamgarh",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",550,,,
,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",SPM,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Bahraich",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Govt Med Coll, Firozobad",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",517,,,
,Uttar Pradesh,"Govt IMS, Kasna",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",490,,,
,Uttar Pradesh,"Govt Med Coll, Badaun",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",460,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",SPM,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",SPM,UP Priv-Open Quota,"?4,00,000*",?0,0,?0,770,,,
,Uttar Pradesh,"SMSR, Greater Noida",SPM,UP Priv-Open Quota,"?9,77,116*","?32,000",0,?0,1200,,,
,Uttar Pradesh,Muzaffarnagar Medical College,SPM,UP Priv-Open Quota,"?8,93,521*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",SPM,UP Priv-Open Quota,"?50,000*","?25,000*",0,?0,851,,,
,Uttar Pradesh,"National Captl Reg IMS, Meerut",SPM,UP Priv-Open Quota,"?8,80,186*","?56,100",0,?0,680,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",SPM,UP Priv-Open Quota,"?11,000*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"Hind IMS, Barabanki",SPM,UP Priv-Open Quota,"?6,00,000*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",SPM,UP Priv-Open Quota,?0*,"?10,000",0,?0,735,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",SPM,UP Priv-Open Quota,"?40,000*","?30,000",0,?0,730,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",SPM,UP Priv-Open Quota,"?36,000*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",SPM,UP Priv-Open Quota,?0*,"?30,000*",2*,Info not available*,938,,,
,Uttar Pradesh,"FH Med Coll, Agra",SPM,UP Priv-Open Quota,"?10,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",SPM,UP Priv-Open Quota,"?6,00,000*",?0*,0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",SPM,UP Priv-Open Quota,"?1,00,000*",Info not available*,0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",SPM,UP Priv-Open Quota,"?10,000*",Info not available*,0,?0,1000,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",SPM,UP Priv-Open Quota,"?5,00,000*","?14,000*",0*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",SPM,UP Priv-Open Quota,"?1,00,000*","?24,000*",0,?0,720,,,
,Uttar Pradesh,"IIMSR, Lucknow",SPM,UP Priv-Open Quota,"?6,00,000*",Info not available*,0,?0,540,,,
,Uttar Pradesh,"FH Med Coll, Agra",SPM,UP Priv-Min. Quota,"?10,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",SPM,UP Priv-Min. Quota,"?6,00,000*",?0*,0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",SPM,UP Priv-Min. Quota,"?1,00,000*",Info not available*,0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",SPM,UP Priv-Min. Quota,"?10,000*",Info not available*,0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",SPM,UP Priv-Min. Quota,?0*,"?30,000*",2*,Info not available*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",SPM,UP Priv-Min. Quota,"?6,00,000*",Info not available*,0,?0,540,,,
,Uttar Pradesh,"KGMU, Lucknow",TRANSFUSION MEDICINE,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",TRANSFUSION MEDICINE,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"S N Med Coll, Agra",TBRD,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"KGMU, Lucknow",TBRD,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",TBRD,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",TBRD,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",TBRD,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",TBRD,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",TBRD,UP Priv-Open Quota,"?21,63,946*","?30,000",0,?0,735,,,
,Uttar Pradesh,"KD Med Coll, Mathura",TBRD,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"Hind IMS, Barabanki",TBRD,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",TBRD,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?5,00,000",770,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",TBRD,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",TBRD,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",TBRD,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",TBRD,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",TBRD,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",TBRD,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",TBRD,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,Muzaffarnagar Medical College,TBRD,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"SMSR, Greater Noida",TBRD,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",TBRD,UP Priv-Open Quota,"?25,09,957*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",TBRD,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",TBRD,UP Priv-Open Quota,"?29,50,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"FH Med Coll, Agra",TBRD,UP Priv-Open Quota,"?32,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",TBRD,UP Priv-Open Quota,"?34,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",TBRD,UP Priv-Open Quota,"?27,00,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",TBRD,UP Priv-Open Quota,"?20,30,961*","?14,000*",1*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",TBRD,UP Priv-Open Quota,"?23,09,009*","?24,000*",1,"?5,00,000",720,,,
,Uttar Pradesh,"Hind IMS, Sitapur",TBRD,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",TBRD,UP Priv-Open Quota,"?21,12,517*","?21,000",0,?0,735,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",TBRD,UP Priv-Min. Quota,"?29,50,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"FH Med Coll, Agra",TBRD,UP Priv-Min. Quota,"?32,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",TBRD,UP Priv-Min. Quota,"?34,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",TBRD,UP Priv-Min. Quota,"?27,00,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",TBRD,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"KGMU, Lucknow",ENT,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",ENT,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"S N Med Coll, Agra",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Govt IMS, Kasna",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Govt Med Coll, Azamgarh",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",550,,,
,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",430,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",ENT,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,Muzaffarnagar Medical College,ENT,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",ENT,UP Priv-Open Quota,"?21,63,946*","?30,000",0,?0,735,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",ENT,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?2,50,000",770,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",ENT,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",ENT,UP Priv-Open Quota,"?21,63,946*","?36,000",0,?0,750,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",ENT,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",ENT,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",ENT,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"KD Med Coll, Mathura",ENT,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",ENT,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",ENT,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",ENT,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"Hind IMS, Barabanki",ENT,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"SMSR, Greater Noida",ENT,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",ENT,UP Priv-Open Quota,"?22,00,000*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",ENT,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",ENT,UP Priv-Open Quota,"?22,90,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"FH Med Coll, Agra",ENT,UP Priv-Open Quota,"?22,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",ENT,UP Priv-Open Quota,"?19,00,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",ENT,UP Priv-Open Quota,"?23,40,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",ENT,UP Priv-Open Quota,"?20,30,961*","?14,000*",1*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",ENT,UP Priv-Open Quota,"?23,09,009*","?24,000*",1,"?2,50,000",720,,,
,Uttar Pradesh,"Hind IMS, Sitapur",ENT,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",ENT,UP Priv-Open Quota,"?21,12,517*","?21,000",0,?0,735,,,
,Uttar Pradesh,"IIMSR, Lucknow",ENT,UP Priv-Open Quota,"?22,00,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",ENT,UP Priv-Min. Quota,"?22,90,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"FH Med Coll, Agra",ENT,UP Priv-Min. Quota,"?22,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",ENT,UP Priv-Min. Quota,"?19,00,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",ENT,UP Priv-Min. Quota,"?23,40,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",ENT,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",ENT,UP Priv-Min. Quota,"?22,00,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"S N Med Coll, Agra",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"KGMU, Lucknow",GENERAL SURGERY,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",GENERAL SURGERY,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Govt IMS, Kasna",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",430,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",GENERAL SURGERY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",GENERAL SURGERY,UP Priv-Open Quota,"?21,63,946*","?30,000",0,?0,735,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",GENERAL SURGERY,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",GENERAL SURGERY,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",GENERAL SURGERY,UP Priv-Open Quota,"?21,63,946*","?36,000",0,?0,750,,,
,Uttar Pradesh,"KD Med Coll, Mathura",GENERAL SURGERY,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",GENERAL SURGERY,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?5,00,000",770,,,
,Uttar Pradesh,Muzaffarnagar Medical College,GENERAL SURGERY,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",GENERAL SURGERY,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",GENERAL SURGERY,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",GENERAL SURGERY,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",GENERAL SURGERY,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",GENERAL SURGERY,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"SMSR, Greater Noida",GENERAL SURGERY,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"Hind IMS, Barabanki",GENERAL SURGERY,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",GENERAL SURGERY,UP Priv-Open Quota,"?25,09,957*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",GENERAL SURGERY,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",GENERAL SURGERY,UP Priv-Open Quota,"?32,00,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",GENERAL SURGERY,UP Priv-Open Quota,"?36,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",GENERAL SURGERY,UP Priv-Open Quota,"?33,00,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",GENERAL SURGERY,UP Priv-Open Quota,"?27,00,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"National Captl Reg IMS, Meerut",GENERAL SURGERY,UP Priv-Open Quota,"?22,35,387*","?56,100",0,?0,680,,,
,Uttar Pradesh,Noida International Inst of MS,GENERAL SURGERY,UP Priv-Open Quota,"?22,35,387*","?30,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",GENERAL SURGERY,UP Priv-Open Quota,"?20,30,961*","?14,000*",1*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",GENERAL SURGERY,UP Priv-Open Quota,"?23,09,009*","?24,000*",1,"?5,00,000",720,,,
,Uttar Pradesh,"Hind IMS, Sitapur",GENERAL SURGERY,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",GENERAL SURGERY,UP Priv-Open Quota,"?21,12,517*","?21,000",0,?0,735,,,
,Uttar Pradesh,"IIMSR, Lucknow",GENERAL SURGERY,UP Priv-Open Quota,"?34,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",GENERAL SURGERY,UP Priv-Min. Quota,"?32,00,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",GENERAL SURGERY,UP Priv-Min. Quota,"?36,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",GENERAL SURGERY,UP Priv-Min. Quota,"?33,00,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",GENERAL SURGERY,UP Priv-Min. Quota,"?27,00,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",GENERAL SURGERY,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",GENERAL SURGERY,UP Priv-Min. Quota,"?34,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"KGMU, Lucknow",OBG,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"S N Med Coll, Agra",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",OBG,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",OBG,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",OBG,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",OBG,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",OBG,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,Muzaffarnagar Medical College,OBG,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
