State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",MICROBIOLOGY,MNG,"?2,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PAEDIATRICS,MNG,"?48,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",GENERAL MEDICINE,NRI,"?1,00,20,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PATHOLOGY,MNG,"?10,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PHARMACOLOGY,MNG,"?2,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PHYSIOLOGY,MNG,"?75,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PSYCHIATRY,MNG,"?30,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PAEDIATRICS,NRI,"?91,85,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",RADIO DIAGNOSIS,MNG,"?76,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PSYCHIATRY,NRI,"?75,15,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",SPM,MNG,"?3,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",TBRD,MNG,"?42,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",RADIO DIAGNOSIS,NRI,"?1,46,13,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",ENT,MNG,"?30,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",GENERAL SURGERY,MNG,"?40,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",TBRD,NRI,"?91,85,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",OBG,MNG,"?50,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",GENERAL SURGERY,NRI,"?75,15,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",OPHTHALMOLOGY,MNG,"?32,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",OBG,NRI,"?1,00,20,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",ORTHOPAEDICS,MNG,"?40,00,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",OPHTHALMOLOGY,NRI,"?79,33,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",ORTHOPAEDICS,NRI,"?83,50,000*","?56,010",0,?0,800,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",SPORTS MEDICINE,MNG,"?25,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",IHBT,MNG,"?10,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",PSYCHIATRY,MNG,"?20,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",TBRD,MNG,"?36,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",OBG,MNG,"?36,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",ORTHOPAEDICS,MNG,"?36,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",PAEDIATRICS,MNG,"?36,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",SPM,MNG,"?7,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",PATHOLOGY,MNG,"?10,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",DERMATOLOGY,MNG,"?40,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",ENT,MNG,"?22,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",ANAESTHESIOLOGY,MNG,"?25,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",GENERAL MEDICINE,MNG,"?40,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",GENERAL SURGERY,MNG,"?36,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Saveetha, Kanchipuram",OPHTHALMOLOGY,MNG,"?25,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",RADIO DIAGNOSIS,MNG,"?40,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",MICROBIOLOGY,MNG,"?5,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",PHYSIOLOGY,MNG,"?50,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",PHARMACOLOGY,MNG,"?5,00,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",ANATOMY,MNG,"?50,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",BIOCHEMISTRY,MNG,"?50,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",TBRD,NRI,"?50,10,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",OBG,NRI,"?50,10,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",ORTHOPAEDICS,NRI,"?50,10,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",PAEDIATRICS,NRI,"?50,10,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",DERMATOLOGY,NRI,"?54,28,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",GENERAL MEDICINE,NRI,"?54,28,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",GENERAL SURGERY,NRI,"?45,93,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Saveetha, Kanchipuram",RADIO DIAGNOSIS,NRI,"?58,45,000*","?35,000*",0*,?0*,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",ENT,MNG,"?22,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",GERIATRICS,MNG,"?15,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",OPHTHALMOLOGY,MNG,"?22,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",OBG,MNG,"?34,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",ANAESTHESIOLOGY,MNG,"?22,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",GENERAL SURGERY,MNG,"?34,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PHYSIOLOGY,MNG,"?55,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",MICROBIOLOGY,MNG,"?55,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",ANATOMY,MNG,"?55,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",GENERAL MEDICINE,MNG,"?34,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",ORTHOPAEDICS,MNG,"?34,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PATHOLOGY,MNG,"?9,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",SPM,MNG,"?4,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PAEDIATRICS,MNG,"?34,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",DERMATOLOGY,MNG,"?34,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",EMERGENCY MEDICINE,MNG,"?22,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PSYCHIATRY,MNG,"?22,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",TBRD,MNG,"?22,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PHARMACOLOGY,MNG,"?55,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",RADIO DIAGNOSIS,MNG,"?35,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",FORENSIC MEDICINE,MNG,"?55,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",BIOCHEMISTRY,MNG,"?55,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",OBG,NRI,"?50,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PHYSIOLOGY,NRI,"?12,50,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",GENERAL SURGERY,NRI,"?50,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",GENERAL MEDICINE,NRI,"?50,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PATHOLOGY,NRI,"?25,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",SPM,NRI,"?25,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",ORTHOPAEDICS,NRI,"?50,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PAEDIATRICS,NRI,"?50,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",DERMATOLOGY,NRI,"?50,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",PHARMACOLOGY,NRI,"?25,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Shri BM Patil, Vijayapura",RADIO DIAGNOSIS,NRI,"?50,00,000*","?45,000*",0,?0,1130,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",FORENSIC MEDICINE,MNG,"?2,00,000*",?0*,0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",MICROBIOLOGY,MNG,"?2,00,000*",?0*,0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Shri Satya Sai, Kancheepuram",PHARMACOLOGY,MNG,"?2,00,000*",?0*,0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",SPM,MNG,"?5,00,000*",?0*,0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",PATHOLOGY,MNG,"?10,00,000*",?0*,0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",OBG,MNG,"?50,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",DERMATOLOGY,MNG,"?50,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Hospital, Thane",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?80,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Hospital, Thane",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?80,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Hospital, Thane",DNBRADIATION ONCOLOGY,DNB Post MBBS,"?1,25,000","?80,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Hospital, Thane",DNBTBRD,DNB Post MBBS,"?1,25,000","?80,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?86,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?86,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?86,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?86,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?86,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBEMERGENCY MEDICINE,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBENT,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",OPHTHALMOLOGY,MNG,"?35,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ENT,MNG,"?35,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",GENERAL SURGERY,MNG,"?40,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",RADIO DIAGNOSIS,MNG,"?50,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBORTHOPAEDICS,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBPMR,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIATION ONCOLOGY,DNB Post MBBS,"?1,25,000","?89,000",0,?0,550,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ORTHOPAEDICS,MNG,"?50,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",TBRD,MNG,"?40,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",PAEDIATRICS,MNG,"?40,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ANAESTHESIOLOGY,MNG,"?32,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",GENERAL MEDICINE,MNG,"?40,00,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",OBG,NRI,"?62,63,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",DERMATOLOGY,NRI,"?62,63,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",GENERAL SURGERY,NRI,"?58,45,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",RADIO DIAGNOSIS,NRI,"?62,63,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ORTHOPAEDICS,NRI,"?62,63,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",TBRD,NRI,"?58,45,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Shri Satya Sai, Kancheepuram",GENERAL MEDICINE,NRI,"?58,45,000*","?35,000*",0*,?0*,1120,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",TBRD,MNG,"?55,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",PATHOLOGY,MNG,"?15,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",GENERAL MEDICINE,MNG,"?50,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",ORTHOPAEDICS,MNG,"?50,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",ANAESTHESIOLOGY,MNG,"?35,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",GENERAL SURGERY,MNG,"?50,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",MICROBIOLOGY,MNG,"?1,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",ENT,MNG,"?45,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",PHYSIOLOGY,MNG,"?1,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",OBG,MNG,"?60,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Sree Balaji Med Coll, Chennai",RADIO DIAGNOSIS,MNG,"?70,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",ANATOMY,MNG,"?1,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",OPHTHALMOLOGY,MNG,"?35,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",SPM,MNG,"?8,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",BIOCHEMISTRY,MNG,"?1,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",DERMATOLOGY,MNG,"?70,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",PHARMACOLOGY,MNG,"?6,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",PSYCHIATRY,MNG,"?35,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Sree Balaji Med Coll, Chennai",PAEDIATRICS,MNG,"?50,00,000*","?25,000*",0,?0,1250,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",PAEDIATRICS,MNG,"?33,80,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",ORTHOPAEDICS,MNG,"?32,00,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",PATHOLOGY,MNG,"?8,80,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",PHARMACOLOGY,MNG,?0*,"?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",RADIO DIAGNOSIS,MNG,"?35,20,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",BIOCHEMISTRY,MNG,?0*,"?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",ANAESTHESIOLOGY,MNG,"?30,00,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",OBG,MNG,"?33,80,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",GENERAL SURGERY,MNG,"?32,00,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"SDU Med Coll, Kolar",SPM,MNG,"?3,00,000*","?45,000*",1*,"?22,00,000*",1100,,,,,,,,,,,,,,,,,,,,,,,,
