State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PHYSIOLOGY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"NRI Med Coll, Guntur",PHYSIOLOGY,AP Govt-NS APUR,"?70,380*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PHYSIOLOGY,AP Govt-NS APUR,"?70,380*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"GSL Med Coll, Rajahmundry",PHYSIOLOGY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"PES IMS, Kuppam",PHYSIOLOGY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Guntur Med Coll, Guntur",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"SV Med Coll, Tirupati",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Govt Med Coll, Ananthapuram",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PHYSIOLOGY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"SVIMS, Tirupati",PHYSIOLOGY,AP Govt-NS APUR,"?2,11,600*","?80,904*",1*,"?40,00,000*",1257
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Narayana Med Coll, Nellore",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"Apollo IMS&R, Chittoor",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"Konaseema IMS, Amalapuram",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"NRI Med Coll, Guntur",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"GSL Med Coll, Rajahmundry",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"PES IMS, Kuppam",PHYSIOLOGY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Guntur Med Coll, Guntur",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"SV Med Coll, Tirupati",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Govt Med Coll, Ananthapuram",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PHYSIOLOGY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"SVIMS, Tirupati",PHYSIOLOGY,AP Govt-Serv APUR,"?2,11,600*","?80,904*",1*,"?40,00,000*",1257
Andhra Pradesh,"Narayana Med Coll, Nellore",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Apollo IMS&R, Chittoor",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"GVP Med Coll, Vizag",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"VMC, Kurnool",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"Konaseema IMS, Amalapuram",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"PES IMS, Kuppam",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Maharajah IMS, Vizianagaram",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",PSYCHIATRY,AP Govt-NS UNR,"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"SV Med Coll, Tirupati",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Andhra Med Coll, Vizag",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Guntur Med Coll, Guntur",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"ACSR Medical College, Nellore",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",355
Andhra Pradesh,"Govt Med Coll, Ananthapuram",PSYCHIATRY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Narayana Med Coll, Nellore",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Apollo IMS&R, Chittoor",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"GVP Med Coll, Vizag",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"VMC, Kurnool",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"Konaseema IMS, Amalapuram",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"PES IMS, Kuppam",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Maharajah IMS, Vizianagaram",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",PSYCHIATRY,AP Govt-Serv UNR,"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"SV Med Coll, Tirupati",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Andhra Med Coll, Vizag",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Guntur Med Coll, Guntur",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"ACSR Medical College, Nellore",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",355
Andhra Pradesh,"Govt Med Coll, Ananthapuram",PSYCHIATRY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"GVP Med Coll, Vizag",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"Konaseema IMS, Amalapuram",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"GSL Med Coll, Rajahmundry",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"Maharajah IMS, Vizianagaram",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",PSYCHIATRY,AP Govt-Serv LOC (AU),"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PSYCHIATRY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Andhra Med Coll, Vizag",PSYCHIATRY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PSYCHIATRY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PSYCHIATRY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Guntur Med Coll, Guntur",PSYCHIATRY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"GVP Med Coll, Vizag",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"Konaseema IMS, Amalapuram",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"GSL Med Coll, Rajahmundry",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"Maharajah IMS, Vizianagaram",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",PSYCHIATRY,AP Govt-NS LOC (AU),"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PSYCHIATRY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Andhra Med Coll, Vizag",PSYCHIATRY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PSYCHIATRY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PSYCHIATRY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Guntur Med Coll, Guntur",PSYCHIATRY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-NS LOC (OU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Narayana Med Coll, Nellore",PSYCHIATRY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"Apollo IMS&R, Chittoor",PSYCHIATRY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"VMC, Kurnool",PSYCHIATRY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PSYCHIATRY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"PES IMS, Kuppam",PSYCHIATRY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"SV Med Coll, Tirupati",PSYCHIATRY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PSYCHIATRY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PSYCHIATRY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"ACSR Medical College, Nellore",PSYCHIATRY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",355
Andhra Pradesh,"Govt Med Coll, Ananthapuram",PSYCHIATRY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Narayana Med Coll, Nellore",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"Apollo IMS&R, Chittoor",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"VMC, Kurnool",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"PES IMS, Kuppam",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"SV Med Coll, Tirupati",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"ACSR Medical College, Nellore",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",355
Andhra Pradesh,"Govt Med Coll, Ananthapuram",PSYCHIATRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-Serv LOC (OU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Narayana Med Coll, Nellore",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Apollo IMS&R, Chittoor",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"GVP Med Coll, Vizag",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"VMC, Kurnool",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"Konaseema IMS, Amalapuram",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"PES IMS, Kuppam",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Maharajah IMS, Vizianagaram",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",PSYCHIATRY,AP Govt-NS APUR,"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"SV Med Coll, Tirupati",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Andhra Med Coll, Vizag",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Guntur Med Coll, Guntur",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"ACSR Medical College, Nellore",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",355
Andhra Pradesh,"Govt Med Coll, Ananthapuram",PSYCHIATRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"VMC, Kurnool",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"Konaseema IMS, Amalapuram",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Narayana Med Coll, Nellore",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Apollo IMS&R, Chittoor",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"GVP Med Coll, Vizag",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Santhiram Med Coll, Nandyal",PSYCHIATRY,AP Govt-Serv APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",930
