State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,,
Chhattisgarh,"CIMS, Bilaspur",OBG,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",OBG,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,CG MBBS or Ins,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"CIMS, Bilaspur",OBG,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",OBG,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Raipur IMS, Raipur",OBG,CG Domicile,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OBG,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,CG Domicile,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"CIMS, Bilaspur",OBG,Other State,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",OBG,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Raipur IMS, Raipur",OBG,Other State,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OBG,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,Other State,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Raipur IMS, Raipur",OBG,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OBG,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,CG MBBS or Ins-NRI,"?75,15,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Raipur IMS, Raipur",OBG,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OBG,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,CG Domicile-NRI,"?75,15,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Raipur IMS, Raipur",OBG,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OBG,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,CG Other State-NRI,"?75,15,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"SSIMS, Bhilai",OPHTHALMOLOGY,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",OPHTHALMOLOGY,CG MBBS or Ins,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",OPHTHALMOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",OPHTHALMOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",OPHTHALMOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"CIMS, Bilaspur",OPHTHALMOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",OPHTHALMOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OPHTHALMOLOGY,CG MBBS or Ins,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",OPHTHALMOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",OPHTHALMOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",OPHTHALMOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"CIMS, Bilaspur",OPHTHALMOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",OPHTHALMOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"SSIMS, Bhilai",OPHTHALMOLOGY,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",OPHTHALMOLOGY,CG Domicile,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OPHTHALMOLOGY,CG Domicile,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",OPHTHALMOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",OPHTHALMOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",OPHTHALMOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"CIMS, Bilaspur",OPHTHALMOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",OPHTHALMOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"SSIMS, Bhilai",OPHTHALMOLOGY,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",OPHTHALMOLOGY,Other State,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OPHTHALMOLOGY,Other State,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"SSIMS, Bhilai",OPHTHALMOLOGY,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",OPHTHALMOLOGY,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OPHTHALMOLOGY,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",OPHTHALMOLOGY,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OPHTHALMOLOGY,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",OPHTHALMOLOGY,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,CG MBBS or Ins,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",ORTHOPAEDICS,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",ORTHOPAEDICS,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ORTHOPAEDICS,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ORTHOPAEDICS,CG MBBS or Ins,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"CIMS, Bilaspur",ORTHOPAEDICS,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",ORTHOPAEDICS,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",ORTHOPAEDICS,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",ORTHOPAEDICS,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ORTHOPAEDICS,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,CG Domicile,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ORTHOPAEDICS,CG Domicile,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",ORTHOPAEDICS,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",ORTHOPAEDICS,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ORTHOPAEDICS,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,Other State,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ORTHOPAEDICS,Other State,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
