Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
3,AIQ,SC,Telangana,"Govt Med Coll, Nalgonda",FORENSIC MEDICINE,0+1(VV),"₹25,000*","₹58,289",1,"₹20,00,000",580,-,-,-,-,-,93664(1),85178(1),108512(1),128943(1),-
4,AIQ,SC,Telangana,"Govt Med Coll, Nalgonda",FORENSIC MEDICINE,1,"₹25,000*","₹58,289",1,"₹20,00,000",580,-,-,-,-,-,93664(1),85178(1),108512(1),128943(1),-
1,NRI,GEN,Karnataka,"Rajeshwari, Bangalore",OBG,5,"₹83,50,000*","₹25,000*",0,₹0,1460,-,112638(1),144261(5),113297(1),-,108543(4),108543(5),108543(5),-,-
2,NRI,GEN,Karnataka,"Rajeshwari, Bangalore",OBG,2+3(VV),"₹83,50,000*","₹25,000*",0,₹0,1460,-,112638(1),144261(5),113297(1),-,108543(4),108543(5),108543(5),-,-
3,NRI,GEN,Karnataka,"Rajeshwari, Bangalore",OBG,0+3(VV),"₹83,50,000*","₹25,000*",0,₹0,1460,-,112638(1),144261(5),113297(1),-,108543(4),108543(5),108543(5),-,-
1,AIQ,OBC,Odisha,"MKCG, Berhampur",PHARMACOLOGY,1,"₹38,500*","₹88,686*",2*,"₹66,30,000*",1140,95846(1),-,125525(1),-,-,88524(1),108592(1),108592(1),-,-
2,AIQ,OBC,Odisha,"MKCG, Berhampur",PHARMACOLOGY,1,"₹38,500*","₹88,686*",2*,"₹66,30,000*",1140,95846(1),-,125525(1),-,-,88524(1),108592(1),108592(1),-,-
3,AIQ,OBC,Odisha,"MKCG, Berhampur",PHARMACOLOGY,0+1(VV),"₹38,500*","₹88,686*",2*,"₹66,30,000*",1140,95846(1),-,125525(1),-,-,88524(1),108592(1),108592(1),-,-
1,AIQ,OBC-PwD,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,75833(1),75833(1),75833(1),-,-,59721(1),108654(1),108654(1),-,-
2,AIQ,OBC-PwD,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,75833(1),75833(1),75833(1),-,-,59721(1),108654(1),108654(1),-,-
1,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,92601(2),-,108591(2),155579(2),147735(1),60439(1),91382(1),108656(1),-,-
2,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,92601(2),-,108591(2),155579(2),147735(1),60439(1),91382(1),108656(1),-,-
3,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,92601(2),-,108591(2),155579(2),147735(1),60439(1),91382(1),108656(1),-,-
1,AIQ,ST,Rajasthan,"RNT, Udaipur",ANATOMY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,112558(1),-,168146(1),-,-,-,127130(1),108735(1),-,-
2,AIQ,ST,Rajasthan,"RNT, Udaipur",ANATOMY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,112558(1),-,168146(1),-,-,-,127130(1),108735(1),-,-
3,AIQ,ST,Rajasthan,"RNT, Udaipur",ANATOMY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,112558(1),-,168146(1),-,-,-,127130(1),108735(1),-,-
4,AIQ,ST,Rajasthan,"RNT, Udaipur",ANATOMY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,112558(1),-,168146(1),-,-,-,127130(1),108735(1),-,-
1,MNG,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ORTHOPAEDICS,10,"₹50,00,000*","₹35,000*",0*,₹0*,1120,119292(9),113294(2),117181(10),-,-,100325(10),105654(10),108870(10),-,-
2,MNG,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ORTHOPAEDICS,6+4(VV),"₹50,00,000*","₹35,000*",0*,₹0*,1120,119292(9),113294(2),117181(10),-,-,100325(10),105654(10),108870(10),-,-
3,MNG,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ORTHOPAEDICS,6+4(VV),"₹50,00,000*","₹35,000*",0*,₹0*,1120,119292(9),113294(2),117181(10),-,-,100325(10),105654(10),108870(10),-,-
1,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",PHYSIOLOGY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,75998(2),82305(2),132116(2),115767(1),-,63145(1),74453(1),108898(2),102433(1),-
2,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",PHYSIOLOGY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,75998(2),82305(2),132116(2),115767(1),-,63145(1),74453(1),108898(2),102433(1),-
3,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",PHYSIOLOGY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,75998(2),82305(2),132116(2),115767(1),-,63145(1),74453(1),108898(2),102433(1),-
4,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",PHYSIOLOGY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,75998(2),82305(2),132116(2),115767(1),-,63145(1),74453(1),108898(2),102433(1),-
1,AIQ,SC,Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,1,"₹48,600*","₹60,823",0*,₹0*,1030,87056(1),101226(1),142716(1),136063(1),185268(2),93711(1),-,108910(1),142930(1),181037(1)
2,AIQ,SC,Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,1,"₹48,600*","₹60,823",0*,₹0*,1030,87056(1),101226(1),142716(1),136063(1),185268(2),93711(1),-,108910(1),142930(1),181037(1)
3,AIQ,SC,Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,1,"₹48,600*","₹60,823",0*,₹0*,1030,87056(1),101226(1),142716(1),136063(1),185268(2),93711(1),-,108910(1),142930(1),181037(1)
4,AIQ,SC,Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,1,"₹48,600*","₹60,823",0*,₹0*,1030,87056(1),101226(1),142716(1),136063(1),185268(2),93711(1),-,108910(1),142930(1),181037(1)
5,AIQ,SC,Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,1,"₹48,600*","₹60,823",0*,₹0*,1030,87056(1),101226(1),142716(1),136063(1),185268(2),93711(1),-,108910(1),142930(1),181037(1)
1,AIQ,GEN,Haryana,"Kalpana Chawala Govt MC,Karnal",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,83533(1),38674(1),108942(1),114193(1),182229(1)
2,AIQ,GEN,Haryana,"Kalpana Chawala Govt MC,Karnal",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,83533(1),38674(1),108942(1),114193(1),182229(1)
3,AIQ,GEN,Haryana,"Kalpana Chawala Govt MC,Karnal",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,83533(1),38674(1),108942(1),114193(1),182229(1)
4,AIQ,GEN,Haryana,"Kalpana Chawala Govt MC,Karnal",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,83533(1),38674(1),108942(1),114193(1),182229(1)
5,AIQ,GEN,Haryana,"Kalpana Chawala Govt MC,Karnal",ANATOMY,1,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,83533(1),38674(1),108942(1),114193(1),182229(1)
1,AIQ,GEN,Maharashtra,"SRTT, Ambajogai",BIOCHEMISTRY,2,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,65228(1),138469(2),150166(1),177654(1),90641(2),107606(2),109005(2),106936(1),152073(1)
2,AIQ,GEN,Maharashtra,"SRTT, Ambajogai",BIOCHEMISTRY,2,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,65228(1),138469(2),150166(1),177654(1),90641(2),107606(2),109005(2),106936(1),152073(1)
3,AIQ,GEN,Maharashtra,"SRTT, Ambajogai",BIOCHEMISTRY,0+1(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,65228(1),138469(2),150166(1),177654(1),90641(2),107606(2),109005(2),106936(1),152073(1)
4,AIQ,GEN,Maharashtra,"SRTT, Ambajogai",BIOCHEMISTRY,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,65228(1),138469(2),150166(1),177654(1),90641(2),107606(2),109005(2),106936(1),152073(1)
5,AIQ,GEN,Maharashtra,"SRTT, Ambajogai",BIOCHEMISTRY,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,65228(1),138469(2),150166(1),177654(1),90641(2),107606(2),109005(2),106936(1),152073(1)
1,AIQ,ST,Manipur,"RIMS, Imphal",BIOCHEMISTRY,1,"₹5,000*","₹1,06,380",0*,₹0*,1074,115498(1),96758(1),109820(1),-,-,97707(1),105929(1),109047(1),-,-
2,AIQ,ST,Manipur,"RIMS, Imphal",BIOCHEMISTRY,1,"₹5,000*","₹1,06,380",0*,₹0*,1074,115498(1),96758(1),109820(1),-,-,97707(1),105929(1),109047(1),-,-
3,AIQ,ST,Manipur,"RIMS, Imphal",BIOCHEMISTRY,1,"₹5,000*","₹1,06,380",0*,₹0*,1074,115498(1),96758(1),109820(1),-,-,97707(1),105929(1),109047(1),-,-
1,AIQ,GEN-PwD,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,76206(1),109140(1),109140(1),-,-
2,AIQ,GEN-PwD,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,0+1(VV),"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,76206(1),109140(1),109140(1),-,-
1,AIQ,OBC,Rajasthan,"JLNMC, Ajmer",ANATOMY,1,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,-,-,147412(1),-,-,99232(1),109237(1),109237(1),-,-
2,AIQ,OBC,Rajasthan,"JLNMC, Ajmer",ANATOMY,1,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,-,-,147412(1),-,-,99232(1),109237(1),109237(1),-,-
3,AIQ,OBC,Rajasthan,"JLNMC, Ajmer",ANATOMY,0+1(VV),"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,-,-,147412(1),-,-,99232(1),109237(1),109237(1),-,-
1,DNB Post MBBS,GEN,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBBIOCHEMISTRY,1,"₹1,25,000","₹49,884",0,₹0,550,36911(1),-,97292(1),151619(1),177023(1),72190(1),26440(1),109263(1),108620(1),-
2,DNB Post MBBS,GEN,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBBIOCHEMISTRY,1,"₹1,25,000","₹49,884",0,₹0,550,36911(1),-,97292(1),151619(1),177023(1),72190(1),26440(1),109263(1),108620(1),-
3,DNB Post MBBS,GEN,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBBIOCHEMISTRY,1,"₹1,25,000","₹49,884",0,₹0,550,36911(1),-,97292(1),151619(1),177023(1),72190(1),26440(1),109263(1),108620(1),-
4,DNB Post MBBS,GEN,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBBIOCHEMISTRY,1,"₹1,25,000","₹49,884",0,₹0,550,36911(1),-,97292(1),151619(1),177023(1),72190(1),26440(1),109263(1),108620(1),-
1,AIQ,OBC,West Bengal,Burdwan Medical College,MICROBIOLOGY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,-,-,120841(1),-,-,58911(1),98765(1),109310(1),126772(1),-
2,AIQ,OBC,West Bengal,Burdwan Medical College,MICROBIOLOGY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,-,-,120841(1),-,-,58911(1),98765(1),109310(1),126772(1),-
3,AIQ,OBC,West Bengal,Burdwan Medical College,MICROBIOLOGY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,-,-,120841(1),-,-,58911(1),98765(1),109310(1),126772(1),-
4,AIQ,OBC,West Bengal,Burdwan Medical College,MICROBIOLOGY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,-,-,120841(1),-,-,58911(1),98765(1),109310(1),126772(1),-
1,NRI,GEN,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,1,"₹91,85,000*","₹76,629*",1*,₹0*,2011,-,-,141990(1),-,-,-,-,109339(1),-,-
2,NRI,GEN,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,1,"₹91,85,000*","₹76,629*",1*,₹0*,2011,-,-,141990(1),-,-,-,-,109339(1),-,-
3,NRI,GEN,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,1,"₹91,85,000*","₹76,629*",1*,₹0*,2011,-,-,141990(1),-,-,-,-,109339(1),-,-
1,AIQ,SC,Delhi,"Lady Hardinge, Delhi",ANATOMY,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,-,-,-,-,-,66078(1),89983(1),109341(1),-,-
2,AIQ,SC,Delhi,"Lady Hardinge, Delhi",ANATOMY,1,"₹57,600*","₹1,26,927*",0*,₹0*,877,-,-,-,-,-,66078(1),89983(1),109341(1),-,-
3,AIQ,SC,Delhi,"Lady Hardinge, Delhi",ANATOMY,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,877,-,-,-,-,-,66078(1),89983(1),109341(1),-,-
1,NRI,GEN,Maharashtra,"DY Patil, Pimpri, Pune",RADIO DIAGNOSIS,10,"₹1,08,55,000*","₹76,629*",1*,₹0*,2011,99303(2),92154(2),121950(7),133823(3),120555(1),101680(5),101680(8),109351(10),126687(1),-
2,NRI,GEN,Maharashtra,"DY Patil, Pimpri, Pune",RADIO DIAGNOSIS,5+2(VV),"₹1,08,55,000*","₹76,629*",1*,₹0*,2011,99303(2),92154(2),121950(7),133823(3),120555(1),101680(5),101680(8),109351(10),126687(1),-
3,NRI,GEN,Maharashtra,"DY Patil, Pimpri, Pune",RADIO DIAGNOSIS,2+3(VV),"₹1,08,55,000*","₹76,629*",1*,₹0*,2011,99303(2),92154(2),121950(7),133823(3),120555(1),101680(5),101680(8),109351(10),126687(1),-
4,NRI,GEN,Maharashtra,"DY Patil, Pimpri, Pune",RADIO DIAGNOSIS,1,"₹1,08,55,000*","₹76,629*",1*,₹0*,2011,99303(2),92154(2),121950(7),133823(3),120555(1),101680(5),101680(8),109351(10),126687(1),-
1,AIQ,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",FORENSIC MEDICINE,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",822,-,-,-,-,-,81435(1),100186(1),109399(1),-,-
2,AIQ,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",FORENSIC MEDICINE,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",822,-,-,-,-,-,81435(1),100186(1),109399(1),-,-
3,AIQ,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",FORENSIC MEDICINE,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",822,-,-,-,-,-,81435(1),100186(1),109399(1),-,-
1,AIQ,SC,Rajasthan,"SP Med Coll, Bikaner",FORENSIC MEDICINE,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,68854(1),109483(1),109483(1),-,-
2,AIQ,SC,Rajasthan,"SP Med Coll, Bikaner",FORENSIC MEDICINE,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,68854(1),109483(1),109483(1),-,-
3,AIQ,SC,Rajasthan,"SP Med Coll, Bikaner",FORENSIC MEDICINE,0+1(VV),"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,68854(1),109483(1),109483(1),-,-
1,AIQ,OBC,Bihar,"Nalanda Med Coll, Patna",PHYSIOLOGY,1,"₹9,000*","₹82,000",3*,"₹25,00,000*",750,-,-,-,-,-,109496(1),109496(1),109496(1),-,-
2,AIQ,OBC,Bihar,"Nalanda Med Coll, Patna",PHYSIOLOGY,1,"₹9,000*","₹82,000",3*,"₹25,00,000*",750,-,-,-,-,-,109496(1),109496(1),109496(1),-,-
3,AIQ,OBC,Bihar,"Nalanda Med Coll, Patna",PHYSIOLOGY,0+1(VV),"₹9,000*","₹82,000",3*,"₹25,00,000*",750,-,-,-,-,-,109496(1),109496(1),109496(1),-,-
1,AIQ,OBC,Assam,"Gauhati Med Coll, Guwahati",PHYSIOLOGY,1,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,88036(1),88036(1),88036(1),-,-,120129(1),109497(1),109497(1),-,-
2,AIQ,OBC,Assam,"Gauhati Med Coll, Guwahati",PHYSIOLOGY,1,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,88036(1),88036(1),88036(1),-,-,120129(1),109497(1),109497(1),-,-
3,AIQ,OBC,Assam,"Gauhati Med Coll, Guwahati",PHYSIOLOGY,1,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,88036(1),88036(1),88036(1),-,-,120129(1),109497(1),109497(1),-,-
1,AIQ,OBC,Gujarat,"Medical College, Baroda",ANATOMY,1,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,126957(1),-,-,77939(1),105712(1),109571(1),147725(1),-
2,AIQ,OBC,Gujarat,"Medical College, Baroda",ANATOMY,1,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,126957(1),-,-,77939(1),105712(1),109571(1),147725(1),-
3,AIQ,OBC,Gujarat,"Medical College, Baroda",ANATOMY,1,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,126957(1),-,-,77939(1),105712(1),109571(1),147725(1),-
4,AIQ,OBC,Gujarat,"Medical College, Baroda",ANATOMY,1,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,126957(1),-,-,77939(1),105712(1),109571(1),147725(1),-
3,AIQ,SC,Uttar Pradesh,"Govt Med Coll, Firozobad",PHARMACOLOGY,1,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",517,-,-,-,-,-,-,-,109596(1),-,-
1,AIQ,SC,Telangana,"Govt Med Coll, Suryapet",MICROBIOLOGY,1,"₹25,000*","₹58,289",1,"₹20,00,000",580,-,-,-,-,-,82901(1),82901(1),109605(2),162124(1),-
4,AIQ,SC,Telangana,"Govt Med Coll, Suryapet",MICROBIOLOGY,1,"₹25,000*","₹58,289",1,"₹20,00,000",580,-,-,-,-,-,82901(1),82901(1),109605(2),162124(1),-
1,NRI,GEN,Haryana,"MMIMS, Mullana, Ambala",ANAESTHESIOLOGY,1,"₹33,40,000*","₹56,100",1,"₹10,00,000",940,-,-,137166(1),151185(1),-,-,-,109631(1),-,-
2,NRI,GEN,Haryana,"MMIMS, Mullana, Ambala",ANAESTHESIOLOGY,1,"₹33,40,000*","₹56,100",1,"₹10,00,000",940,-,-,137166(1),151185(1),-,-,-,109631(1),-,-
3,NRI,GEN,Haryana,"MMIMS, Mullana, Ambala",ANAESTHESIOLOGY,1,"₹33,40,000*","₹56,100",1,"₹10,00,000",940,-,-,137166(1),151185(1),-,-,-,109631(1),-,-
1,AIQ,ST,Maharashtra,"BJMC, Pune",BIOCHEMISTRY,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,109648(1),109648(1),109648(1),-,-
1,AIQ,ST,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PATHOLOGY,1,"₹20,000*","₹67,500",2*,"₹50,00,000*",650,-,-,-,-,-,86732(1),100033(1),109665(1),-,-
2,AIQ,ST,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PATHOLOGY,1,"₹20,000*","₹67,500",2*,"₹50,00,000*",650,-,-,-,-,-,86732(1),100033(1),109665(1),-,-
3,AIQ,ST,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PATHOLOGY,0+1(VV),"₹20,000*","₹67,500",2*,"₹50,00,000*",650,-,-,-,-,-,86732(1),100033(1),109665(1),-,-
1,AIQ,GEN,Karnataka,"ESIC Med Coll,Gulbarga",ANATOMY,2,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,-,-,-,-,-,76598(2),106644(2),109753(2),-,-
2,AIQ,GEN,Karnataka,"ESIC Med Coll,Gulbarga",ANATOMY,2,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,-,-,-,-,-,76598(2),106644(2),109753(2),-,-
3,AIQ,GEN,Karnataka,"ESIC Med Coll,Gulbarga",ANATOMY,1,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,-,-,-,-,-,76598(2),106644(2),109753(2),-,-
1,NRI,GEN,Odisha,"IMS & SUM, Bhubaneswar",ANAESTHESIOLOGY,1,"₹45,93,000*","₹60,000*",0*,₹0*,1410,115018(1),115018(1),115018(1),-,-,-,-,109805(1),-,-
2,NRI,GEN,Odisha,"IMS & SUM, Bhubaneswar",ANAESTHESIOLOGY,1,"₹45,93,000*","₹60,000*",0*,₹0*,1410,115018(1),115018(1),115018(1),-,-,-,-,109805(1),-,-
3,NRI,GEN,Odisha,"IMS & SUM, Bhubaneswar",ANAESTHESIOLOGY,1,"₹45,93,000*","₹60,000*",0*,₹0*,1410,115018(1),115018(1),115018(1),-,-,-,-,109805(1),-,-
1,AIQ,OBC,Maharashtra,"Govt Med Coll, Akola",FORENSIC MEDICINE,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,-,-,-,-,-,75355(1),100661(1),109819(1),-,-
2,AIQ,OBC,Maharashtra,"Govt Med Coll, Akola",FORENSIC MEDICINE,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,-,-,-,-,-,75355(1),100661(1),109819(1),-,-
3,AIQ,OBC,Maharashtra,"Govt Med Coll, Akola",FORENSIC MEDICINE,1,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,-,-,-,-,-,75355(1),100661(1),109819(1),-,-
1,AIQ,OBC,Uttar Pradesh,"GSVM Med Coll, Kanpur",PHYSIOLOGY,1,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,97148(1),83376(1),83376(1),-,-,94102(1),94102(1),109827(1),-,-
2,AIQ,OBC,Uttar Pradesh,"GSVM Med Coll, Kanpur",PHYSIOLOGY,0+1(VV),"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,97148(1),83376(1),83376(1),-,-,94102(1),94102(1),109827(1),-,-
3,AIQ,OBC,Uttar Pradesh,"GSVM Med Coll, Kanpur",PHYSIOLOGY,0+1(VV),"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,97148(1),83376(1),83376(1),-,-,94102(1),94102(1),109827(1),-,-
1,MNG,GEN,Tamil Nadu,"Sree Balaji Med Coll, Chennai",BIOCHEMISTRY,3,"₹1,00,000*","₹25,000*",0,₹0,1250,-,-,177622(3),-,-,-,109846(1),109846(1),-,188740(2)
2,MNG,GEN,Tamil Nadu,"Sree Balaji Med Coll, Chennai",BIOCHEMISTRY,3,"₹1,00,000*","₹25,000*",0,₹0,1250,-,-,177622(3),-,-,-,109846(1),109846(1),-,188740(2)
3,MNG,GEN,Tamil Nadu,"Sree Balaji Med Coll, Chennai",BIOCHEMISTRY,2+1(VV),"₹1,00,000*","₹25,000*",0,₹0,1250,-,-,177622(3),-,-,-,109846(1),109846(1),-,188740(2)
4,MNG,GEN,Tamil Nadu,"Sree Balaji Med Coll, Chennai",BIOCHEMISTRY,2,"₹1,00,000*","₹25,000*",0,₹0,1250,-,-,177622(3),-,-,-,109846(1),109846(1),-,188740(2)
5,MNG,GEN,Tamil Nadu,"Sree Balaji Med Coll, Chennai",BIOCHEMISTRY,2,"₹1,00,000*","₹25,000*",0,₹0,1250,-,-,177622(3),-,-,-,109846(1),109846(1),-,188740(2)
1,NBE Diploma,ST,Odisha,"FakirMohanMed,Balasore,Odisha",DCH(NBEMS),1,"₹1,25,000","₹70,868",2*,"₹34,78,000*",360,-,-,-,-,-,83158(1),83158(1),109878(1),98072(1),-
2,NBE Diploma,ST,Odisha,"FakirMohanMed,Balasore,Odisha",DCH(NBEMS),0+1(VV),"₹1,25,000","₹70,868",2*,"₹34,78,000*",360,-,-,-,-,-,83158(1),83158(1),109878(1),98072(1),-
3,NBE Diploma,ST,Odisha,"FakirMohanMed,Balasore,Odisha",DCH(NBEMS),0+1(VV),"₹1,25,000","₹70,868",2*,"₹34,78,000*",360,-,-,-,-,-,83158(1),83158(1),109878(1),98072(1),-
4,NBE Diploma,ST,Odisha,"FakirMohanMed,Balasore,Odisha",DCH(NBEMS),1,"₹1,25,000","₹70,868",2*,"₹34,78,000*",360,-,-,-,-,-,83158(1),83158(1),109878(1),98072(1),-
1,NBE Diploma,ST,Jammu and Kashmir,"JLNM Hosp, Rainawari",DGO(NBEMS),1,"₹1,25,000","₹48,000",0,₹0,200,-,-,-,-,-,96393(1),110029(1),110029(1),-,-
2,NBE Diploma,ST,Jammu and Kashmir,"JLNM Hosp, Rainawari",DGO(NBEMS),1,"₹1,25,000","₹48,000",0,₹0,200,-,-,-,-,-,96393(1),110029(1),110029(1),-,-
3,NBE Diploma,ST,Jammu and Kashmir,"JLNM Hosp, Rainawari",DGO(NBEMS),0+1(VV),"₹1,25,000","₹48,000",0,₹0,200,-,-,-,-,-,96393(1),110029(1),110029(1),-,-
1,NRI,GEN,Odisha,"IMS & SUM, Bhubaneswar",OBG,3,"₹68,05,000*","₹60,000*",0*,₹0*,1410,62693(3),62693(3),62693(3),77195(1),-,73096(3),73096(3),110089(3),-,-
2,NRI,GEN,Odisha,"IMS & SUM, Bhubaneswar",OBG,0+2(VV),"₹68,05,000*","₹60,000*",0*,₹0*,1410,62693(3),62693(3),62693(3),77195(1),-,73096(3),73096(3),110089(3),-,-
3,NRI,GEN,Odisha,"IMS & SUM, Bhubaneswar",OBG,0+2(VV),"₹68,05,000*","₹60,000*",0*,₹0*,1410,62693(3),62693(3),62693(3),77195(1),-,73096(3),73096(3),110089(3),-,-
1,NRI,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ENT,1,"₹50,10,000*","₹35,000*",0*,₹0*,1120,-,-,-,-,-,110090(1),-,110090(1),137885(1),-
2,NRI,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ENT,1,"₹50,10,000*","₹35,000*",0*,₹0*,1120,-,-,-,-,-,110090(1),-,110090(1),137885(1),-
3,NRI,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ENT,1,"₹50,10,000*","₹35,000*",0*,₹0*,1120,-,-,-,-,-,110090(1),-,110090(1),137885(1),-
4,NRI,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ENT,1,"₹50,10,000*","₹35,000*",0*,₹0*,1120,-,-,-,-,-,110090(1),-,110090(1),137885(1),-
1,AIQ,OBC,Madhya Pradesh,"Govt Med Coll, Shahdol, MP",FORENSIC MEDICINE,1,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,-,80247(1),88691(1),110097(1),-,-
2,AIQ,OBC,Madhya Pradesh,"Govt Med Coll, Shahdol, MP",FORENSIC MEDICINE,1,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,-,80247(1),88691(1),110097(1),-,-
