Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Beds,Bond Years,Bond Penalty,Stipend Year 1
1,134571,Maharashtra,"BVDU, Pune",MBBS,DEEMED PS,Open,2855600,856,0,0,Info not available
1,134572,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,134577,Gujarat,"SBKS, Vadadora",MBBS,DEEMED PS,Open,2275000,1340,0,0,Info not available
1,134579,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,134584,Uttar Pradesh,"Santosh Dental Coll, Ghaziabad",BDS,DEEMED PS,Open,280000,900,0,0,Info not available
1,134600,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,134635,Odisha,Government Med Coll Bhawanipatna,MBBS,AI,ST,22000,340,2,2500000,42075
1,134682,Telangana,"Government Med Coll, Karimnagar",MBBS,AI,ST,14000,500,0,0,25960
1,134691,Andhra Pradesh,"GITAM IMS, Vizag",MBBS,DEEMED PS,Open,2537000,780,0,0,Info not available
1,134712,Maharashtra,"Government Med Coll, Jalna",MBBS,AI,ST,158600,430,1,1000000,18000
1,134714,Tamil Nadu,"Sri Lalithambigai Med, Chennai",MBBS,DEEMED PS,Open,2100000,940,0,0,25000
1,134720,Karnataka,"Rajeshwari, Bangalore",MBBS,DEEMED PS,Open,2450000,1460,0,0,Info not available
1,134753,Telangana,"GovtMedColl,BhadradriKothagudem",MBBS,AI,ST,14000,350,0,0,25960
1,134788,Maharashtra,"Datta Meghe Med Coll, Nagpur",MBBS,DEEMED PS,Open,2325000,925,0,0,10000
1,134833,Karnataka,"Yenepoya Med Coll, Mangalore",MBBS,DEEMED PS,Open,2300000,910,Info Not Available,Info not available,12000
1,134837,Nagaland,NIMSR Kohima,MBBS,AI,ST,60000,Info Not Available,Info Not Available,Info not available,Info not available
1,134968,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,134971,Tamil Nadu,"SRMC & RI, Chennai",MBBS,DEEMED PS,Open,3003000,1800,0,0,Info not available
1,135031,Tamil Nadu,"SRMC & RI, Chennai",MBBS,DEEMED PS,Open,3003000,1800,0,0,Info not available
1,135042,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,135062,Maharashtra,"Government Med Coll, Hingoli",MBBS,AI,ST,158600,Info Not Available,1,1000000,18000
1,135067,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,135074,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,135093,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,135108,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,135117,Karnataka,"Siddhartha Med Coll, Tumkur",MBBS,DEEMED PS,Open,1880000,960,Info Not Available,Info not available,Info not available
1,135144,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,135150,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,IP,ST,41000,1626,1,1500000,30070
1,135199,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,135205,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,IP,ST,41000,1626,1,1500000,30070
1,135305,Maharashtra,"BVDU, Pune",MBBS,DEEMED PS,Open,2855600,856,0,0,Info not available
1,135380,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,135449,Jharkhand,"Dental Institute, RIMS, Ranchi",BDS,AI,SC,10050,100,Info Not Available,Info not available,Info not available
1,135461,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,135464,Karnataka,"Yenepoya Med Coll, Mangalore",MBBS,DEEMED PS,Open,2300000,910,Info Not Available,Info not available,12000
1,135567,Telangana,"Government Med Coll, Mancherial",MBBS,AI,ST,14000,350,0,0,25960
1,135576,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,135607,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,135623,Karnataka,"Manipal Coll Dental, Manipal",BDS,DEEMED PS,Open,550000,Info Not Available,Info Not Available,Info not available,Info not available
1,135626,Maharashtra,Mahatma Gandhi Mission Vashi,MBBS,DEEMED PS,Open,2350000,440,0,0,18000
1,135666,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,135680,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,135738,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,135776,Karnataka,"Manipal Coll Dental, Mangalore",BDS,DEEMED PS,Open,490000,Info Not Available,Info Not Available,Info not available,Info not available
1,135828,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,135858,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,135860,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,135916,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,135918,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,135948,Delhi,"MAMC, Delhi",MBBS,DEL CW,Open,2095,2800,1,1500000,23000
1,135975,Maharashtra,"Government Med Coll, Washim",MBBS,AI,ST,158600,448,1,1000000,18000
1,136012,Karnataka,"Manipal Coll Dental, Manipal",BDS,DEEMED PS,Open,550000,Info Not Available,Info Not Available,Info not available,Info not available
1,136053,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,136073,Kerala,"Govt Med Coll, Kollam",MBBS,ES,SC,24000,500,1,500000,27300
1,136107,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,136153,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,AI,ST,15000,553,0,0,25906
1,136244,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,136252,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,136261,Delhi,"Maulana Azad IDS, New Delhi",BDS,DU,SC,5395,Info Not Available,Info Not Available,Info not available,Info not available
1,136275,Maharashtra,"BVDU, Pune",MBBS,DEEMED PS,Open,2855600,856,0,0,Info not available
1,136282,Delhi,"UCMS, Delhi",MBBS,DU,ST,31340,1000,1,1500000,28000
1,136298,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,136347,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,136432,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,136443,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,136459,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,136487,Maharashtra,"Govt Med Coll, Nagpur",MBBS,AI,Open-PwD,158600,1866,1,1000000,18000
1,136493,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,136507,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,136515,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,136525,West Bengal,"Burdwan Dental Coll, Burdwan",BDS,AI,SC,7800,450,Info Not Available,Info not available,Info not available
1,136533,Tamil Nadu,"SRMC & RI, Chennai",MBBS,DEEMED PS,Open,3003000,1800,0,0,Info not available
1,136545,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,136567,Maharashtra,"BVDU, Pune",MBBS,DEEMED PS,Open,2855600,856,0,0,Info not available
1,136581,Haryana,"MMIMS, Mullana, Ambala",MBBS,DEEMED PS,Open,1818300,940,0,0,12000
1,136591,Odisha,"IMS & SUM, Bhubaneswar",MBBS,DEEMED PS,Open,2195000,1410,0,0,29500
1,136597,Delhi,"UCMS, Delhi",MBBS,DU,ST,31340,1000,1,1500000,28000
1,136671,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,136727,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,136733,Kerala,"Govt Med Coll, Kollam",MBBS,ES,SC,24000,500,1,500000,27300
1,136761,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,136772,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,136831,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,136883,Manipur,"Govt Med Coll, Churachandpur",MBBS,AI,ST,6000,Info Not Available,Info Not Available,Info not available,Info not available
1,137003,Gujarat,"SBKS, Vadadora",MBBS,JAIN MIN,Open,2275000,1340,0,0,Info not available
1,137062,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,137123,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,137127,Tamil Nadu,"Saveetha Dental Coll, Chennai",BDS,DEEMED PS,Open,910000,Info Not Available,0,0,15000
1,137133,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,AI,ST,15000,400,0,0,25906
1,137139,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,137163,Karnataka,"Jagadguru Gangadhar, Hubli",MBBS,DEEMED PS,Open,1920000,330,Info Not Available,Info not available,Info not available
1,137182,Tamil Nadu,"SRMC & RI, Chennai",MBBS,DEEMED PS,Open,3003000,1800,0,0,Info not available
1,137240,Haryana,"Govt Dental Coll, Rohtak",BDS,AI,SC,37500,48,Info Not Available,Info not available,24000
1,137248,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,137263,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,137266,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,137288,Maharashtra,"AIIMS, Nagpur",MBBS,AIIMS SO,Open-PwD,1350,500,0,0,30700
1,137298,Delhi,"Maulana Azad IDS, New Delhi",BDS,DU,SC,5395,Info Not Available,Info Not Available,Info not available,Info not available
1,137322,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,137328,Tamil Nadu,"Govt Med Coll, Karur",MBBS,AI,ST,18073,700,0,0,27315
1,137337,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,137345,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,137432,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,137435,Haryana,Amrita School of Med. Faridabad,MBBS,DEEMED PS,Open,2594800,Info Not Available,0,0,24310
1,137439,Telangana,"Government Med Coll, Ramagundam",MBBS,AI,ST,14000,350,0,0,25960
1,137450,Maharashtra,"BVDU, Pune",MBBS,DEEMED PS,Open,2855600,856,0,0,Info not available
1,137484,Haryana,Amrita School of Med. Faridabad,MBBS,DEEMED PS,Open,2594800,Info Not Available,0,0,24310
1,137499,Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,AI,ST,18073,Info Not Available,0,0,27315
1,137516,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,137517,Karnataka,"Jagadguru Gangadhar, Hubli",MBBS,DEEMED PS,Open,1920000,330,Info Not Available,Info not available,Info not available
1,137530,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,137537,Karnataka,"Jagadguru Gangadhar, Hubli",MBBS,DEEMED PS,Open,1920000,330,Info Not Available,Info not available,Info not available
1,137549,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,137574,Karnataka,"Sri Siddhartha IMS, T. Begur",MBBS,DEEMED PS,Open,1880000,720,Info Not Available,Info not available,Info not available
1,137575,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,137850,Haryana,"Govt Dental Coll, Rohtak",BDS,AI,SC,37500,48,Info Not Available,Info not available,24000
1,138033,Odisha,"Govt Med Coll, Balasore",MBBS,AI,ST,22000,360,2,2500000,42075
1,138067,Delhi,"Lady Hardinge, Delhi",MBBS,DU,ST,1665,877,1,1500000,24000
1,138107,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,138145,Karnataka,"KLE VK Inst of DentSci,Belgaum",BDS,DEEMED PS,Open,373000,Info Not Available,Info Not Available,Info not available,Info not available
1,138176,Telangana,"Government Med Coll, Bhupalpally",MBBS,AI,ST,14000,Info Not Available,0,0,25960
1,138228,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,138237,Kerala,"Govt Dental Coll, Kozhikode",BDS,AI,SC,20840,Info Not Available,0,0,27300
1,138307,Karnataka,"Manipal Coll Dental, Manipal",BDS,DEEMED PS,Open,550000,Info Not Available,Info Not Available,Info not available,Info not available
1,138342,Kerala,"Govt Med Coll, Kollam",MBBS,ES,SC,24000,500,1,500000,27300
1,138346,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,138540,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,138552,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,138566,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,138584,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,138653,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,138667,Karnataka,"Siddhartha Med Coll, Tumkur",MBBS,DEEMED PS,Open,1880000,960,Info Not Available,Info not available,Info not available
1,138714,Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,AI,ST,18073,Info Not Available,0,0,27315
1,138731,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,138812,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,138864,Uttar Pradesh,"IMS-Faculty of Dental, BHU",BDS,BHU SO,SC,33739,Info Not Available,0,0,Info not available
1,138880,Uttar Pradesh,"Faculty of Dental Sci, Lucknow",BDS,AI,ST,47600,Info Not Available,2,1000000,Info not available
1,138887,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,138901,Tamil Nadu,"SRM Dental Coll, Chennai",BDS,DEEMED PS,Open,390000,486,0,0,Info not available
1,138933,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,138951,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,138957,Karnataka,"Jagadguru Gangadhar, Hubli",MBBS,DEEMED PS,Open,1920000,330,Info Not Available,Info not available,Info not available
1,139011,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,139014,Tamil Nadu,"ACS Med Coll, Chennai",MBBS,DEEMED PS,Open,2500000,1050,0,0,25000
1,139038,Andhra Pradesh,"Government Medical College, Paderu",MBBS,AI,ST,15000,Info Not Available,0,0,25906
1,139087,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,139117,Telangana,Govt Med Coll Narsampet,MBBS,AI,ST,14000,Info Not Available,0,0,25960
1,139122,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,139149,Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,AI,ST,18073,Info Not Available,0,0,27315
1,139150,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,139163,Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,AI,ST,18073,Info Not Available,0,0,27315
1,139198,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,139255,Odisha,"IMS & SUM, Bhubaneswar",MBBS,DEEMED PS,Open,2195000,1410,0,0,29500
1,139363,Tamil Nadu,"Govt Med Coll, Nilgiris",MBBS,AI,ST,18073,421,0,0,27315
1,139399,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,139403,Tamil Nadu,"VinayakaMissionsDentColl,Salem",BDS,DEEMED PS,Open,400000,Info Not Available,0,0,Info not available
1,139425,Karnataka,"Jagadguru Gangadhar, Hubli",MBBS,DEEMED PS,Open,1920000,330,Info Not Available,Info not available,Info not available
1,139459,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,139536,Telangana,"Govt Med Coll, Kumuram Bheem",MBBS,AI,ST,14000,330,0,0,25960
1,139613,Delhi,"UCMS, Delhi",MBBS,DU,ST,31340,1000,1,1500000,28000
1,139626,Odisha,"Government Med Coll, Keonjhar",MBBS,AI,ST,22000,430,2,2500000,42075
1,139627,Delhi,"Lady Hardinge, Delhi",MBBS,DU,ST,1665,877,1,1500000,24000
1,139666,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,139704,Tamil Nadu,"Sri Lalithambigai Med, Chennai",MBBS,DEEMED PS,Open,2100000,940,0,0,25000
1,139759,Tamil Nadu,"Govt Med Coll, Namakkal",MBBS,AI,ST,18073,700,0,0,27315
1,139786,Karnataka,"Rajeshwari, Bangalore",MBBS,DEEMED PS,Open,2450000,1460,0,0,Info not available
1,139787,Tamil Nadu,"SRM Dental Coll, Chennai",BDS,DEEMED PS,Open,390000,486,0,0,Info not available
1,139802,Kerala,"Pariyaram Dental Coll, Kannur",BDS,AI,SC,20840,Info Not Available,0,0,27300
1,139826,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,139836,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,139914,Kerala,"Govt Med Coll, Kollam",MBBS,ES,SC,24000,500,1,500000,27300
1,139926,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,139927,Tamil Nadu,"Sri Lalithambigai Med, Chennai",MBBS,DEEMED PS,Open,2100000,940,0,0,25000
1,139948,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,139979,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,139983,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,139991,Karnataka,"Yenepoya Med Coll, Mangalore",MBBS,DEEMED PS,Open,2300000,910,Info Not Available,Info not available,12000
1,140003,Odisha,"IMS & SUM, Bhubaneswar",MBBS,DEEMED PS,Open,2195000,1410,0,0,29500
1,140052,Andhra Pradesh,"GITAM IMS, Vizag",MBBS,DEEMED PS,Open,2537000,780,0,0,Info not available
1,140063,Odisha,"IMS & SUM, Bhubaneswar",MBBS,DEEMED PS,Open,2195000,1410,0,0,29500
1,140085,Delhi,"UCMS, Delhi",MBBS,DU,ST,31340,1000,1,1500000,28000
1,140241,Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,AI,ST,18073,Info Not Available,0,0,27315
1,140259,Haryana,Amrita School of Med. Faridabad,MBBS,DEEMED PS,Open,2594800,Info Not Available,0,0,24310
1,140265,Karnataka,"Jagadguru Gangadhar, Hubli",MBBS,DEEMED PS,Open,1920000,330,Info Not Available,Info not available,Info not available
1,140382,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,140433,Odisha,"Government Med Coll, Keonjhar",MBBS,AI,ST,22000,430,2,2500000,42075
1,140523,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,140582,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,140586,Telangana,"Govt Med Coll, Kumuram Bheem",MBBS,AI,ST,14000,330,0,0,25960
1,140588,Tamil Nadu,"Saveetha, Kanchipuram",MBBS,DEEMED PS,Open,2700000,1250,0,0,Info not available
1,140597,Maharashtra,"DY Patil, Pimpri, Pune",MBBS,DEEMED PS,Open,2700000,2011,0,0,Info not available
1,140683,Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,AI,ST,18073,1132,0,0,27315
1,140704,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,140708,Delhi,"Maulana Azad IDS, New Delhi",BDS,DEL CW,OBC,5395,Info Not Available,Info Not Available,Info not available,Info not available
1,140772,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,140791,Karnataka,"Rajeshwari, Bangalore",MBBS,DEEMED PS,Open,2450000,1460,0,0,Info not available
1,140796,Pondicherry,"MGMC & RI, Pondicherry",MBBS,DEEMED PS,Open,2702000,1380,0,0,2500
1,140808,Tamil Nadu,"Sri Lalithambigai Med, Chennai",MBBS,DEEMED PS,Open,2100000,940,0,0,25000
1,140821,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,140841,Maharashtra,Mahatma Gandhi Mission Vashi,MBBS,DEEMED PS,Open,2350000,440,0,0,18000
1,140913,Odisha,"IMS & SUM, Bhubaneswar",MBBS,DEEMED PS,Open,2195000,1410,0,0,29500
1,140923,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,141002,Delhi,"Lady Hardinge, Delhi",MBBS,DU,ST,1665,877,1,1500000,24000
1,141038,Kerala,"Amrita School of Med, Kochi",MBBS,DEEMED PS,Open,2580000,1110,0,0,Info not available
1,141042,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,141058,Delhi,"Lady Hardinge, Delhi",MBBS,DU,ST,1665,877,1,1500000,24000
1,141081,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,DEEMED PS,Open,1795000,1500,0,0,Info not available
1,141098,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,141123,Haryana,"MMIMS, Mullana, Ambala",MBBS,DEEMED PS,Open,1818300,940,0,0,12000
1,141160,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,141222,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,141226,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,141276,Odisha,"IMS & SUM, Bhubaneswar",MBBS,DEEMED PS,Open,2195000,1410,0,0,29500
1,141318,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,DEEMED PS,Open,2350000,1740,0,0,10000
1,141327,Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,AI,ST,18073,555,0,0,27315
1,141357,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,141423,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,141435,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,141465,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,141468,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,141508,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,DEEMED PS,Open,1850000,2600,0,0,30000
1,141602,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,141607,Telangana,"Govt Med Coll, Jogulamba",MBBS,AI,ST,14000,Info Not Available,0,0,25960
1,141684,Karnataka,"Shri BM Patil, Vijayapura",MBBS,DEEMED PS,Open,1900000,1130,Info Not Available,Info not available,Info not available
1,141722,Karnataka,"Yenepoya Med Coll, Mangalore",MBBS,DEEMED PS,Open,2300000,910,Info Not Available,Info not available,12000
1,141769,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,141781,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,141892,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,141904,Karnataka,"SDU Med Coll, Kolar",MBBS,DEEMED PS,Open,1940000,1100,Info Not Available,Info not available,17000
1,141934,Punjab,"AIIMS, Bathinda",MBBS,AIIMS SO,Open-PwD,1350,750,0,0,30700
1,141957,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,DEEMED PS,Open,2350000,700,0,0,18000
1,142016,Kerala,"Govt Dental Coll, Kozhikode",BDS,AI,ST,20840,Info Not Available,0,0,27300
1,142071,Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,AI,ST,18073,1132,0,0,27315
