Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds
5,42769,Chhattisgarh,"Pt JNM Med Coll, Raipur",SPM,AIQ,GEN,"20,000",67500,2,"50,00,000",1246
5,43348,Gujarat,"MP Shah, Jamnagar",DTBCD,AIQ,EWS,"20,000","75,600",1,"40,00,000",1250
5,43483,Arunachal Pradesh,"Bakin Pertin Hosp, Po Pasighat",DA(NBEMS),NBE Diploma,GEN,125000,"35,000",2,"1,00,00,000",-
5,43698,Uttar Pradesh,"UP Univ of Med Sci, Etawah",GENERAL SURGERY,AIQ,SC,40000,"1,00,980",2,"40,00,000",1268
5,43879,Maharashtra,"BARC Hosp, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,SC,125000,96000,0,0,390
5,46253,Maharashtra,"Seth GS, Mumbai",PATHOLOGY,AIQ,EWS,"1,43,300",92522,1,5000000,2250
5,48072,Uttar Pradesh,"Govt Med Coll, Kannauj",OPHTHALMOLOGY,AIQ,SC,40000,"1,00,980",2,"40,00,000",470
5,48159,Haryana,"ESIC Med Coll, Faridabad",IHBT,AIQ,GEN,"2,50,000","1,15,853",2,"10,00,000",625
5,49256,Maharashtra,"Grant Med Coll, Mumbai",EMERGENCY MEDICINE,AIQ,SC,"1,43,300",92522,1,5000000,2844
5,49918,Gujarat,"BJMC, Ahmedabad",ORTHOPAEDICS,AIQ,ST,"30,000",100800,1,"40,00,000",1557
5,50662,Maharashtra,"BVDU, Sangli",OBG,MNG,GEN,"26,74,110","76,000",1,"12,00,000",853
5,50837,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",PATHOLOGY,AIQ,GEN,"6,25,000",50000,3,5000000,650
5,51858,Delhi,"Dr B L Kapur Mem Hosp, Delhi",DNBIHBT,DNB Post MBBS,GEN,125000,60000,0,0,465
5,52389,Maharashtra,"Govt Med Coll & Hosp, Alibag",DNBPATHOLOGY,DNB Post MBBS,GEN,125000,"75,144",1,5000000,-
5,52448,Odisha,"Bhima Bhoi Med Coll, Balangir",DLO(NBEMS),NBE Diploma,GEN,125000,70868,2,"34,78,000",Info Not Available
5,52561,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",GENERAL SURGERY,AIQ,SC,"10,00,000",50000,3,5000000,650
5,52588,Jammu and Kashmir,"District Hospital,Udhampur, J&K",DFAM(NBEMS),NBE Diploma,GEN,125000,48000,0,0,200
5,53023,Maharashtra,"Govt Medical College, Osmanabad",DNBGENERAL SURGERY,DNB Post MBBS,SC,125000,"75,144",1,5000000,430
5,53543,Andhra Pradesh,"District Hosp,Malkapatnam, AP",DMRD(NBEMS),NBE Diploma,SC,125000,60823,0,0,553
5,53928,Odisha,"VIMSAR, Burla",PATHOLOGY,AIQ,GEN,"38,500","88,686",2,"66,30,000",1071
5,54228,Jammu and Kashmir,"Assoc Hosp Govt MC, Baramulla",DNBPATHOLOGY,DNB Post MBBS,EWS,125000,48000,0,0,363
5,55330,Assam,"Tezpur Med Coll, Tezpur",SPM,AIQ,GEN,"17,900","55,200",2,"20,00,000",500
5,55604,Maharashtra,"Seth GS, Mumbai",MICROBIOLOGY,AIQ,GEN,"1,43,300",92522,1,5000000,2250
5,55746,Bihar,"Darbhanga, Lehriasarai",PATHOLOGY,AIQ,OBC,"9,000",82000,3,"25,00,000",1030
5,55976,Madhya Pradesh,"Govt Med Coll, Ratlam",ANAESTHESIOLOGY,AIQ,SC,"1,01,500",75444,1,1000000,300
5,56191,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",ANAESTHESIOLOGY,AIQ,SC,"11,25,000",50000,3,5000000,650
5,56289,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",OPHTHALMOLOGY,AIQ,SC,"48,600",60823,0,0,500
5,57021,Maharashtra,"Govt Med Coll, Nanded",SPM,AIQ,GEN,"1,43,300",92522,1,5000000,750
5,57094,Haryana,"MMIMS, Mullana, Ambala",GENERAL SURGERY,MNG,GEN,"27,95,000",56100,1,1000000,940
5,57183,Gujarat,"PDU Med Coll, Rajkot",OPHTHALMOLOGY,AIQ,SC,"30,000",100800,1,"40,00,000",750
5,57618,Assam,"Tezpur Med Coll, Tezpur",OPHTHALMOLOGY,AIQ,SC,"17,900","55,200",2,"20,00,000",500
5,58402,Gujarat,"MP Shah, Jamnagar",IHBT,AIQ,OBC,"30,000",100800,1,"40,00,000",1250
5,58717,Bihar,"Darbhanga, Lehriasarai",ANAESTHESIOLOGY,AIQ,SC,"9,000",82000,3,"25,00,000",1030
5,59329,Rajasthan,"General Hospital, Karauli",DFAM(NBEMS),NBE Diploma,GEN,125000,"60,375",0,0,Info Not Available
5,59402,Delhi,"MAMC, Delhi",FORENSIC MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,2800
5,59618,Karnataka,"Sub Division Hosp, Gangavathi",DGO(NBEMS),NBE Diploma,SC,125000,"45,000",1,2000000,130
5,59657,Andhra Pradesh,"Andhra Med Coll, Vizag",FORENSIC MEDICINE,AIQ,GEN,"48,600",60823,0,0,1030
5,60997,Jammu and Kashmir,"JLNM Hosp, Rainawari",DNBOPHTHALMOLOGY,DNB Post MBBS,SC,125000,48000,0,0,200
5,61131,West Bengal,"IPGMER, Kolkata",RADIATION ONCOLOGY,AIQ,SC,"12,000",49884,3,"30,00,000",2300
5,62167,Tamil Nadu,"Stanley Med Coll, Chennai",SPM,AIQ,EWS,"50,000","52,451",2,"40,00,000",1661
5,63065,West Bengal,"Asansol Dist Hosp, Asansol",DO(NBEMS),NBE Diploma,EWS,125000,49884,0,0,375
5,63312,Madhya Pradesh,"District Hospital, Sagar, MP",DFAM(NBEMS),NBE Diploma,OBC,125000,75444,3,2000000,-
5,63597,Andhra Pradesh,"Govt Dist Hosp,Noonepalle",DA(NBEMS),NBE Diploma,SC,125000,60823,0,0,200
5,63662,Maharashtra,"Govt Med Coll, Nanded",SPM,AIQ,OBC,"1,43,300",92522,1,5000000,750
5,66310,Assam,"Haji Abdul Majid, Hojai, Assam",DFAM(NBEMS),NBE Diploma,GEN,125000,"35,000",0,0,181
5,66856,Delhi,"Lady Hardinge, Delhi",ANATOMY,AIQ,OBC,"57,600","1,26,927",0,0,877
5,66879,Telangana,"Rajiv Gandhi IMS, Adilabad",SPM,AIQ,GEN,"25,000",58289,1,2000000,Info Not Available
5,67566,Pondicherry,"IG GovtGenHosp&PGI,Pondicherry",DLO(NBEMS),NBE Diploma,SC,125000,43000,0,0,626
5,67947,Assam,"Haji Abdul Majid, Hojai, Assam",DFAM(NBEMS),NBE Diploma,GEN,125000,"35,000",0,0,181
5,68105,Maharashtra,"Grant Med Coll, Mumbai",FORENSIC MEDICINE,AIQ,OBC,"1,43,300",92522,1,5000000,2844
5,68228,Delhi,"ESI, Basaidarpur, Delhi",PATHOLOGY,AIQ,SC,"2,50,000","1,15,000",2,"10,00,000",600
5,69013,Madhya Pradesh,"Gandhi Med Coll, Bhopal",MICROBIOLOGY,AIQ,GEN,"1,01,500",75444,1,1000000,1135
5,69135,Maharashtra,"DY Patil, Pimpri, Pune",ANAESTHESIOLOGY,MNG,GEN,"35,00,000","76,629",1,0,2011
5,69189,Karnataka,"District Hospital, Haveri",DA(NBEMS),NBE Diploma,SC,125000,"45,000",1,2000000,Info Not Available
5,69219,Pondicherry,"IGMC & RI, Pondicherry",FORENSIC MEDICINE,AIQ,GEN,"1,10,000",43000,0,0,750
5,69428,Madhya Pradesh,"SSMC, Rewa",OBG,AIQ,ST,"1,01,500",75444,1,1000000,1140
5,69518,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",SPM,AIQ,GEN,"1,01,500",75444,1,1000000,750
5,70420,Telangana,"Gandhi Med Coll, Secunderabad",BIOCHEMISTRY,AIQ,GEN,"25,000",58289,1,2000000,1200
5,70681,Maharashtra,"Seth GS, Mumbai",MICROBIOLOGY,AIQ,SC,"1,43,300",92522,1,5000000,2250
5,70797,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PATHOLOGY,AIQ,SC,"1,01,500",75444,1,1000000,1135
5,70982,Pondicherry,"Vinayaka Missions, Karaikal",OPHTHALMOLOGY,MNG,GEN,"27,00,000",40000,0,0,590
5,72573,Tamil Nadu,Tirunelveli Med Coll,PATHOLOGY,AIQ,EWS,"50,000","52,451",2,"40,00,000",1737
5,72588,Odisha,"SCB, Cuttack",IHBT,AIQ,OBC,"38,500",70686,2,"53,30,000",2106
5,72692,Assam,"Jorhat Med Coll, Jorhat",PATHOLOGY,AIQ,OBC,"17,900","55,200",2,"20,00,000",814
5,72880,Odisha,"MKCG, Berhampur",IHBT,AIQ,OBC,"38,500",70686,2,"53,30,000",1140
5,73559,Odisha,"FakirMohanMed,Balasore,Odisha",DFAM(NBEMS),NBE Diploma,EWS,125000,70868,2,"34,78,000",360
