Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds
4,5684,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,AIQ,EWS,"1,01,500",75444,1,1000000,1135
4,5718,Telangana,"Care Hospital, Banjara Hills",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,58289,0,0,444
4,5807,Tamil Nadu,"Mohan Kumaramangalam, Salem",RADIO DIAGNOSIS,AIQ,GEN,"50,000","52,451",2,"40,00,000",1642
4,5946,Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"1,07,000",0,0,500
4,6070,Tamil Nadu,Govt Thiruvarur Med Coll,GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",555
4,6072,Andhra Pradesh,"SVIMS, Tirupati",GENERAL MEDICINE,AIQ,OBC,"2,11,600","80,904",1,"40,00,000",1257
4,6291,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,86630,0,0,348
4,6357,Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,AIQ,GEN,"48,600",60823,0,0,1030
4,6458,West Bengal,Murshidabad Med Coll,RADIO DIAGNOSIS,AIQ,OBC,"12,000",49884,3,"30,00,000",1208
4,6517,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,AIQ,GEN,"1,01,500",75444,1,1000000,1135
4,6556,Madhya Pradesh,"SSMC, Rewa",GENERAL MEDICINE,AIQ,GEN,"1,01,500",75444,1,1000000,1140
4,6611,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",GENERAL MEDICINE,AIQ,GEN,"1,01,500",75444,1,1000000,750
4,6772,Maharashtra,"BARC, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,75500,"72,000",1,"25,00,000",390
4,6818,Jharkhand,"CIP, Ranchi",PSYCHIATRY,AIQ,GEN,3000,"1,00,706",0,0,643
4,6840,Delhi,"ESI, Basaidarpur, Delhi",GENERAL MEDICINE,AIQ,OBC,"2,50,000","1,15,000",2,"10,00,000",600
4,6961,Delhi,"ABVIMS (Dr RML Hosp), Delhi",ORTHOPAEDICS,AIQ,EWS,"41,000","1,20,965",0,0,1626
4,7004,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,AIQ,GEN,"1,01,500",75444,1,1000000,1300
4,7025,Uttar Pradesh,"MLN Med Coll, Allahabad",GENERAL MEDICINE,AIQ,OBC,40000,"1,00,980",2,"40,00,000",Info Not Available
4,7036,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,OBC,"25,000",58289,1,2000000,4800
4,7083,Andhra Pradesh,"Govt Siddhartha, Vijaywada",GENERAL MEDICINE,AIQ,OBC,"48,600",60823,0,0,707
4,7349,Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",GENERAL MEDICINE,AIQ,GEN,1500,54500,3,"30,00,000",560
4,7372,Manipur,"JNIMS, Imphal",GENERAL MEDICINE,AIQ,GEN,100000,50000,1,"20,00,000",643
4,7479,Punjab,"Guru Govind Singh, Faridkot",GENERAL MEDICINE,AIQ,EWS,"1,25,000","67,968",1,"10,00,000",1000
4,7599,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PAEDIATRICS,AIQ,GEN,"1,01,500",75444,1,1000000,1150
4,7659,Karnataka,"Raichur IMS, Raichur",DERMATOLOGY,AIQ,GEN,"1,24,150",56250,3,"50,00,000",500
4,7724,Rajasthan,"SMS, Jaipur",OBG,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702
4,7798,Telangana,"Indo-American Cancer,Hyderabad",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,125000,"50,686",0,0,500
4,7912,Haryana,"Fortis Memorial RI, Gurgaon",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,125000,57000,0,0,300
4,7940,Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL SURGERY,AIQ,GEN,38000,"1,08,000",0,0,1269
4,8012,Rajasthan,"JLNMC, Ajmer",PAEDIATRICS,AIQ,GEN,"10,982","82,800",2,"25,00,000",1428
4,8022,Tamil Nadu,"KAPV Med Coll, Trichy",GENERAL MEDICINE,AIQ,OBC,"50,000","52,451",2,"40,00,000",2500
4,8068,Telangana,"Yashoda SS Hosp,Somajiguda,HYD",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,58289,0,0,650
4,8073,Telangana,"Care Hospital, Banjara Hills",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,58289,0,0,444
4,8096,Gujarat,"Govt Med Coll, Surat",PAEDIATRICS,AIQ,GEN,"30,000",100800,1,"40,00,000",1150
4,8137,Maharashtra,"PD Hinduja, Mumbai",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,125000,89700,0,0,400
4,8144,Karnataka,"Bhagwan MahaveerJain,Bangalore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,"45,000",0,0,470
4,8282,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,1150
4,8330,Andhra Pradesh,"Krishna IMS, Nellore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,50686,0,0,250
4,8347,Chhattisgarh,"CIMS, Bilaspur",DERMATOLOGY,AIQ,OBC,"20,000",67500,2,"50,00,000",550
4,8436,Tamil Nadu,"Kilpauk Med Coll, Chennai",PAEDIATRICS,AIQ,GEN,"50,000","52,451",2,"40,00,000",1700
4,8583,Andhra Pradesh,"Govt Med Coll, Ananthapuram",DERMATOLOGY,AIQ,GEN,"48,600",60823,0,0,500
4,8725,Uttar Pradesh,"KGMU, Lucknow",ORTHOPAEDICS,AIQ,GEN,"54,700",109955,2,"40,00,000",4500
4,8912,Telangana,"Kakatiya Med Coll, Warangal",GENERAL MEDICINE,AIQ,OBC,"25,000",58289,1,2000000,1150
4,8991,Gujarat,"GMERS Med Coll Hosp, Junagadh",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"1,00,800",0,0,Info Not Available
4,9025,Uttar Pradesh,"JNMC (AMU), Aligarh",PAEDIATRICS,AIQ,GEN,38000,"1,08,000",0,0,1269
4,9216,Delhi,"UCMS, Delhi",PAEDIATRICS,AIQ,EWS,"57,600","1,26,927",0,0,1000
4,9258,Telangana,"Osmania Med Coll, Hyderabad",DERMATOLOGY,AIQ,EWS,"25,000",58289,1,2000000,4800
4,9259,Gujarat,"SAL Hosp & Med Inst, Ahmedabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"84,000",0,0,230
4,9281,Telangana,"Krishna IMS, Secunderabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"50,686",0,0,675
4,9287,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",GENERAL MEDICINE,AIQ,OBC,"2,50,000","1,11,780",2,"10,00,000",470
4,9328,Bihar,"Patna Med Coll, Patna",PAEDIATRICS,AIQ,OBC,"9,000",82000,3,"25,00,000",1748
4,9344,Assam,"Gauhati Med Coll, Guwahati",PAEDIATRICS,AIQ,GEN,"17,900","55,200",2,"20,00,000",2185
4,9348,Goa,"Goa Med Coll, Panaji",GENERAL MEDICINE,AIQ,OBC,"1,22,522",60000,1,"50,00,000",1160
4,9434,Maharashtra,"ShriVasantRaoGovtMedCol,Yavtmal",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"75,144",1,5000000,765
4,9471,Telangana,"Govt Med Coll, Siddipet",DERMATOLOGY,AIQ,GEN,"25,000",58289,1,2000000,780
4,9472,Delhi,"Kalra Hosp & SRCNC, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,65000,0,0,116
4,9517,Uttar Pradesh,"MLB Med Coll, Jhansi",OBG,AIQ,GEN,40000,"1,00,980",2,"40,00,000",700
4,9612,Uttar Pradesh,"KGMU, Lucknow",PAEDIATRICS,AIQ,OBC,"54,700",109955,2,"40,00,000",4500
4,9662,Tamil Nadu,Coimbatore Med Coll,PAEDIATRICS,AIQ,GEN,"50,000","52,451",2,"40,00,000",1182
4,9720,Uttar Pradesh,"S N Med Coll, Agra",PAEDIATRICS,AIQ,GEN,40000,"1,00,980",2,"40,00,000",976
4,9788,Gujarat,"Govt Med Coll, Surat",OBG,AIQ,GEN,"30,000",100800,1,"40,00,000",1150
4,9807,Karnataka,"ESIC Med Coll,Gulbarga",PAEDIATRICS,AIQ,GEN,"2,50,000","1,11,780",2,"10,00,000",480
4,9817,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PAEDIATRICS,AIQ,GEN,40000,"1,00,980",2,"40,00,000",1268
4,9911,Manipur,"JNIMS, Imphal",GENERAL MEDICINE,AIQ,GEN,100000,50000,1,"20,00,000",643
4,9933,Jammu and Kashmir,"Govt Med Coll, Srinagar",OBG,AIQ,GEN,"35,750",59500,0,0,2150
4,10023,Bihar,"Jawaharlal Nehru, Bhagalpur",PAEDIATRICS,AIQ,OBC,"9,000",82000,3,"25,00,000",800
4,10063,Punjab,"Govt Med Coll, Patiala",PAEDIATRICS,AIQ,OBC,"1,25,000","67,968",1,"10,00,000",1130
4,10069,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,49884,0,0,550
4,10092,Uttar Pradesh,"Govt Med Coll, Kannauj",PAEDIATRICS,AIQ,GEN,40000,"1,00,980",2,"40,00,000",470
4,10131,Pondicherry,"IGMC & RI, Pondicherry",GENERAL MEDICINE,AIQ,OBC,"1,10,000",43000,0,0,750
4,10196,Delhi,"MAMC, Delhi",OBG,AIQ,EWS,"57,600","1,26,927",0,0,2800
4,10252,Gujarat,"PDU Med Coll, Rajkot",OBG,AIQ,GEN,"30,000",100800,1,"40,00,000",750
4,10338,Tamil Nadu,"Madurai Med Coll, Madurai",PAEDIATRICS,AIQ,OBC,"50,000","52,451",2,"40,00,000",3518
4,10355,Uttar Pradesh,"Yatharth SS, Omega 1,GreatrNoida",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,80000,0,0,400
4,10401,Gujarat,"PDU Med Coll, Rajkot",GENERAL SURGERY,AIQ,GEN,"30,000",100800,1,"40,00,000",750
4,10449,Punjab,"Amandeep Medicity, Amritsar",DMRD(NBEMS),NBE Diploma,GEN,125000,67968,0,0,500
4,10628,Jharkhand,"Tata Main Hospital, Jamshedpur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,56100,0,0,915
4,10634,Himachal Pradesh,"RPG, Tanda",PAEDIATRICS,AIQ,GEN,"39,000","40,000",3,"40,00,000",802
4,10732,West Bengal,"Nilratan Sircar, Kolkata",TBRD,AIQ,GEN,"12,000",49884,3,"30,00,000",1920
4,10762,Tamil Nadu,"KAPV Med Coll, Trichy",PAEDIATRICS,AIQ,GEN,"50,000","52,451",2,"40,00,000",2500
4,10793,Andhra Pradesh,"Lalitha SS Hospital, Guntur",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,60823,0,0,250
4,10897,Bihar,"Nalanda Med Coll, Patna",PAEDIATRICS,AIQ,EWS,"9,000",82000,3,"25,00,000",750
4,10903,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,1150
4,10915,Delhi,"Venkateshwar Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,60000,0,0,250
4,11018,Delhi,"Aakash HC SS Hospital, Dwarka",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,80000,0,0,200
4,11113,Maharashtra,"Grant Med Coll, Mumbai",PAEDIATRICS,AIQ,OBC,"1,43,300",92522,1,5000000,2844
4,11168,Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,950
4,11176,West Bengal,Calcutta National Med Coll,PAEDIATRICS,AIQ,GEN,"12,000",49884,3,"30,00,000",1470
4,11190,Bihar,"Darbhanga, Lehriasarai",OBG,AIQ,GEN,"9,000",82000,3,"25,00,000",1030
4,11401,Karnataka,"Bangalore Baptist, Bangalore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,56250,0,0,340
4,11422,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,AIQ,GEN,"1,01,500",75444,1,1000000,1140
4,11423,Uttar Pradesh,"YatharthSS, Sec 1,GreatrNoida",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,80000,0,0,450
4,11477,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PAEDIATRICS,AIQ,OBC,"1,01,500",75444,1,1000000,1100
4,11479,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PAEDIATRICS,AIQ,GEN,"50,000","52,451",2,"40,00,000",1400
4,11599,Karnataka,"Fortis Hosp,BannerghattaRd,BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"45,000",0,0,400
4,11602,Madhya Pradesh,"SSMC, Rewa",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,1140
4,11673,Assam,"Tezpur Med Coll, Tezpur",GENERAL MEDICINE,AIQ,OBC,"17,900","55,200",2,"20,00,000",500
4,11713,Bihar,"Jawaharlal Nehru, Bhagalpur",GENERAL MEDICINE,AIQ,EWS,"9,000",82000,3,"25,00,000",800
4,11764,Jammu and Kashmir,"Govt Med Coll, Srinagar",PAEDIATRICS,AIQ,OBC,"35,750",59500,0,0,2150
4,11846,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,745
4,11869,Haryana,"Asian IMS, Faridabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,58100,0,0,425
4,11931,Gujarat,"PDU Med Coll, Rajkot",TBRD,AIQ,GEN,"30,000",100800,1,"40,00,000",750
4,11994,Madhya Pradesh,"Govt Med Coll, Ratlam",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,300
4,12056,Telangana,"Rajiv Gandhi IMS, Adilabad",DERMATOLOGY,AIQ,GEN,"25,000",58289,1,2000000,Info Not Available
4,12065,Karnataka,"Bangalore Med Coll, Bangalore",TBRD,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993
4,12083,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,AIQ,GEN,"25,000",58289,1,2000000,1200
4,12127,Delhi,"Hindu Rao Hospital, Delhi",DNBOBG,DNB Post MBBS,GEN,125000,126927,0,0,980
4,12185,Maharashtra,"MPGIMER, Nashik",PAEDIATRICS,AIQ,GEN,"1,43,300",92522,1,5000000,-
4,12190,Uttar Pradesh,"IMS(BHU), Varanasi",PAEDIATRICS,BHU,GEN,"48,226","1,00,706",0,0,1165
4,12232,Odisha,"MKCG, Berhampur",PAEDIATRICS,AIQ,OBC,"38,500",70686,2,"53,30,000",1140
4,12275,Telangana,"KIMS SunShine Hosp, Hyd",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,58289,0,0,300
4,12307,Uttar Pradesh,"Yashoda SS Hosp, Ghaziabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,62000,0,0,300
4,12323,Chhattisgarh,"Shri Balaji IMS, Raipur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"67,500",0,0,436
4,12342,Odisha,"Ispat Gen Hospital, Rourkela",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,70868,0,0,600
4,12416,Uttar Pradesh,"LLRM Med Coll, Meerut",PAEDIATRICS,AIQ,OBC,40000,"1,00,980",2,"40,00,000",1090
4,12434,Andhra Pradesh,"Govt Siddhartha, Vijaywada",PAEDIATRICS,AIQ,GEN,"48,600",60823,0,0,707
4,12440,Madhya Pradesh,"Gandhi Med Coll, Bhopal",TBRD,AIQ,GEN,"1,01,500",75444,1,1000000,1135
4,12509,West Bengal,Calcutta National Med Coll,OBG,AIQ,GEN,"12,000",49884,3,"30,00,000",1470
4,12550,Madhya Pradesh,"SSMC, Rewa",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,1140
4,12565,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",GENERAL SURGERY,AIQ,GEN,"11,000",82000,0,0,Info Not Available
4,12585,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OBG,AIQ,OBC,"1,01,500",75444,1,1000000,1100
4,12643,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,AIQ,OBC,"25,000",58289,1,2000000,1200
4,12660,Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,800
4,12779,Maharashtra,"Grant Med Coll, Mumbai",OBG,AIQ,EWS,"1,43,300",92522,1,5000000,2844
4,12820,Telangana,"Osmania Med Coll, Hyderabad",OBG,AIQ,GEN,"25,000",58289,1,2000000,4800
4,12871,Goa,"Goa Med Coll, Panaji",OBG,AIQ,GEN,"1,22,522",60000,1,"50,00,000",1160
4,12912,Andhra Pradesh,"SV Med Coll, Tirupati",PAEDIATRICS,AIQ,GEN,"48,600",60823,0,0,940
4,12915,Telangana,"Durgabai Deshmukh Hosp, HYD",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"50,686",0,0,200
4,12935,Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL SURGERY,AIQ,OBC,38000,"1,08,000",0,0,1269
4,12939,Karnataka,"Gulbarga IMS, Gulbarga",PAEDIATRICS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",873
4,12961,Uttar Pradesh,"Medanta Hosp, Sushanth Golf, Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,65000,0,0,900
4,12968,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,AIQ,EWS,"50,000","52,451",2,"40,00,000",1737
4,12993,Madhya Pradesh,"SSMC, Rewa",OBG,AIQ,OBC,"1,01,500",75444,1,1000000,1140
4,13002,Rajasthan,"RNT, Udaipur",ORTHOPAEDICS,AIQ,GEN,"12,812","82,800",2,"25,00,000",2206
4,13024,Tamil Nadu,Chengalpattu Med Coll,GENERAL SURGERY,AIQ,GEN,"50,000","52,451",2,"40,00,000",700
4,13045,West Bengal,Midnapore Medical College,PAEDIATRICS,AIQ,GEN,"12,000",49884,3,"30,00,000",1051
4,13175,Haryana,"Lala Harbhagwan Das, Panipat",DMRD(NBEMS),NBE Diploma,GEN,125000,51100,0,0,140
4,13186,Madhya Pradesh,"Gwalior Mansik, Madhya Pradesh",PSYCHIATRY,AIQ,GEN,"1,01,500",75444,1,1000000,50
4,13205,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",PAEDIATRICS,AIQ,GEN,"48,600",60823,0,0,532
4,13215,Chhattisgarh,"Ramkrishna Care Hosp, Raipur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,67500,0,0,359
4,13255,Telangana,"Apollo Hospital, Secunderabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"50,686",0,0,150
4,13317,Manipur,"RIMS, Imphal",ORTHOPAEDICS,AIQ,GEN,"5,000",106380,1,"20,00,000",1074
4,13333,Madhya Pradesh,"Govt Med Coll, Datia",OBG,AIQ,EWS,"1,01,500",75444,1,1000000,540
4,13385,Karnataka,"Manipal Hospital,Ambalipura,BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"45,000",0,0,206
4,13392,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL SURGERY,AIQ,GEN,"48,600",60823,0,0,940
4,13394,Rajasthan,"SMS, Jaipur",OPHTHALMOLOGY,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702
4,13457,Jharkhand,"Central Hospital, Dhanbad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"56,100",0,0,395
4,13532,Maharashtra,"Dr RN Cooper Gen Hosp, Mumbai",DNBOBG,DNB Post MBBS,EWS,125000,"75,144",#N/A,#N/A,940
4,13545,Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,800
4,13565,Haryana,"Asian IMS, Faridabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,58100,0,0,425
4,13652,Jammu and Kashmir,"Gove Med Coll, Jammu",ORTHOPAEDICS,AIQ,GEN,"25,000",59500,0,0,1700
4,13659,Maharashtra,"BARC Hosp, Mumbai",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,96000,0,0,390
4,13755,Rajasthan,"Sudha MedColl&Hosp,Kota(Joint)",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,#N/A,0,0,-
4,13803,Rajasthan,"Govt Med Coll, Kota",TBRD,AIQ,GEN,"12,812","82,800",2,"25,00,000",2581
4,13845,Gujarat,"Govt Med Coll, Bhavnagar",OBG,AIQ,OBC,"30,000",100800,1,"40,00,000",720
4,13909,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,86630,0,0,348
4,13912,Uttar Pradesh,"MLB Med Coll, Jhansi",TBRD,AIQ,GEN,40000,"1,00,980",2,"40,00,000",700
4,13979,West Bengal,Malda Med Coll,PAEDIATRICS,AIQ,EWS,"12,000",49884,3,"30,00,000",Info Not Available
4,14002,Karnataka,Kodagu Inst of Med Sciences,OBG,AIQ,OBC,"1,24,150",56250,3,"50,00,000",600
4,14024,Tamil Nadu,Chengalpattu Med Coll,TBRD,AIQ,GEN,"50,000","52,451",2,"40,00,000",700
4,14131,Telangana,"Govt Med Coll, Mahabubnagar",PAEDIATRICS,AIQ,GEN,"25,000",58289,1,2000000,900
4,14136,Uttar Pradesh,"BRD Med Coll, Gorakhpur",GENERAL SURGERY,AIQ,GEN,40000,"1,00,980",2,"40,00,000",1050
4,14161,Maharashtra,"Grant Med Coll, Mumbai",TBRD,AIQ,EWS,"1,43,300",92522,1,5000000,2844
4,14166,West Bengal,Malda Med Coll,PAEDIATRICS,AIQ,OBC,"12,000",49884,3,"30,00,000",Info Not Available
4,14189,Karnataka,"Sri Sathya Sai, Chikkaballapura",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"45,000",0,0,300
4,14215,Himachal Pradesh,"RPG, Tanda",OBG,AIQ,GEN,"39,000","40,000",3,"40,00,000",802
4,14235,Tamil Nadu,"Vijaya Hospital, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,281
4,14237,Karnataka,"Sagar Hosp, Banashankari, BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"45,000",0,0,150
4,14246,Rajasthan,"SMS, Jaipur",GERIATRICS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702
4,14359,Andhra Pradesh,"SV Med Coll, Tirupati",OBG,AIQ,GEN,"48,600",60823,0,0,940
4,14402,Uttar Pradesh,"YatharthWellSSHosp,Sec110,Noida",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,"80,000",0,0,250
4,14429,Jharkhand,"Tata Motors Hosp, Jamshedpur",DNBOBG,DNB Post MBBS,GEN,125000,56100,0,0,404
