Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5
TN Govt Quota,OC Open,Tamil Nadu,Govt Thoothukudi Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,397(1),666(1),491(1),1137(1),-,370(1),445(1),445(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Govt Sivagangai Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,277(1),485(1),430(1),-,1286(1),289(1),317(1),447(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madras Med Coll, Chennai",GERIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,470(1),981(1),981(1),-,-,454(1),454(1),454(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,619(1),619(1),968(1),-,-,458(1),458(1),458(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Govt Thoothukudi Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,289(1),372(1),582(1),-,-,322(1),379(1),460(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Govt Villupuram Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,283(1),379(1),379(1),-,-,199(1),305(1),463(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"CMC, Vellore",PAEDIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,129(1),129(1),129(1),-,-,204(1),204(1),466(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,322(3),341(3),341(3),-,-,397(3),468(3),468(3),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Govt Thiruvarur Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,293(1),431(1),473(1),954(1),-,290(1),318(1),474(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,290(1),499(1),499(1),-,-,241(1),376(1),476(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"CMC, Vellore",PAEDIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,416(1),444(1),479(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madras Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,500(2),727(2),727(2),-,-,400(2),480(2),480(2),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"PSG IMS, Coimbatore",DERMATOLOGY,"₹3,50,000*","₹25,000*",0,₹0,1130,-,-,-,-,-,484(1),484(1),484(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Govt Villupuram Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,287(1),405(1),405(1),-,-,224(1),356(1),489(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Stanley Med Coll, Chennai",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,1018(1),1167(1),1167(1),-,-,491(1),491(1),491(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Kanyakumari Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,-,434(1),-,-,-,284(1),298(1),498(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Govt Dharmapuri Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,320(1),456(1),456(1),-,-,263(1),338(1),500(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Thanjavur Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,222(1),297(1),297(1),-,-,157(1),249(1),503(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,337(2),473(2),494(2),-,-,299(2),369(2),508(2),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,1332(1),1619(1),1619(1),-,-,276(1),511(1),511(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Govt Vellore Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,331(1),411(1),546(1),-,-,334(1),349(1),528(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Govt Med Coll, Omandurar",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,1042(1),1042(1),1042(1),-,-,529(1),529(1),530(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Aravind Eye Hosp, Madurai",OPHTHALMOLOGY,"₹3,50,000*","₹48,000",2*,"₹40,00,000*",1090,605(2),605(2),605(2),-,-,532(2),532(2),533(2),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Govt Theni Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,297(1),423(1),423(1),-,-,329(1),329(1),539(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Tirunelveli Med Coll,TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,170(1),170(1),170(1),-,-,462(1),546(1),547(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",ENT,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,952(1),1158(1),553(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Stanley Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,464(2),527(2),527(2),-,-,421(2),553(2),554(2),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Govt Med Coll, Omandurar",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,469(1),652(1),652(1),-,-,460(1),538(1),556(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Stanley Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,278(1),508(1),508(1),-,-,270(1),460(1),559(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,564(1),691(2),691(2),-,-,279(2),279(2),560(2),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madras Med Coll, Chennai",RADIATION ONCOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,441(1),2402(1),2402(1),-,-,-,563(1),564(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DDVL,"₹50,000*","₹52,451*",1*,"₹20,00,000*",1400,-,-,921(1),-,-,283(1),574(1),575(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madurai Med Coll, Madurai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,492(2),492(2),492(2),-,-,300(2),510(2),580(2),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,445(2),445(2),445(2),-,-,581(2),581(2),582(2),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,731(2),800(2),800(2),-,-,474(2),503(2),584(2),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",OBG,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,845(1),1216(1),1239(1),-,-,589(1),589(1),590(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Madras Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,760(1),760(1),760(1),-,-,601(1),601(1),602(1),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",NUCLEAR MEDICINE,"₹65,470*","₹51,000",2,"₹40,00,000",2879,3217(1),3217(1),3217(1),-,-,277(1),604(1),605(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,301(1),512(1),538(1),-,-,349(1),412(1),608(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,608(1),608(1),609(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,540(2),758(2),1208(2),1388(1),-,244(2),610(2),611(2),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Govt Vellore Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,400(1),749(1),749(1),-,-,343(1),450(1),622(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"St. Peters Medical Coll, Hosur",RADIO DIAGNOSIS,"₹3,50,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,632(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madras Med Coll, Chennai",TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,420(1),641(1),641(1),-,-,301(1),636(1),637(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Govt Villupuram Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,392(1),690(1),690(1),-,-,374(1),474(1),639(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,676(2),1132(2),1427(2),-,-,401(2),640(2),641(2),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Stanley Med Coll, Chennai",TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,448(1),748(1),748(1),-,-,382(1),641(1),642(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Govt Med Coll, Omandurar",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,594(1),1061(1),1061(1),-,2115(1),476(1),644(1),645(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Tirunelveli Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,357(1),529(1),529(1),-,-,317(1),375(1),649(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,169(2),169(2),201(2),-,-,656(2),656(2),657(2),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",PAEDIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,595(4),773(4),893(4),2597(1),-,571(4),632(4),658(4),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"PSG IMS, Coimbatore",GENERAL SURGERY,"₹3,50,000*","₹25,000*",0,₹0,1130,1534(1),1684(1),1684(1),-,-,658(1),1110(1),659(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Govt Villupuram Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,1068(1),1340(1),1340(1),-,-,661(1),661(1),662(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Tagore Med Coll, Chennai",DERMATOLOGY,"₹3,50,000*","₹35,000*",0,₹0,818,1135(1),1135(1),1135(1),-,-,662(1),662(1),663(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Velammal Med Col, Madurai",GENERAL MEDICINE,"₹3,50,000*","₹37,000*",0,₹0,1024,-,-,-,-,-,328(1),463(1),685(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Aravind Eye Hosp, Madurai",OPHTHALMOLOGY,"₹3,50,000*","₹48,000",2*,"₹40,00,000*",1090,925(1),925(1),925(1),-,-,685(1),685(1),686(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madras Med Coll, Chennai",TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,555(1),809(1),809(1),-,-,312(1),312(1),690(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Coimbatore Med Coll,RADIO DIAGNOSIS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,275(1),449(1),449(1),-,-,693(1),693(1),694(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madurai Med Coll, Madurai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,304(1),580(1),580(1),-,-,296(1),328(1),700(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Thanjavur Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,319(1),538(1),534(1),1141(1),-,297(1),402(1),703(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Thanjavur Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,612(1),705(1),768(1),-,-,480(1),709(1),710(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Coimbatore Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,778(1),1471(1),1471(1),-,-,646(1),713(1),714(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,805(1),1341(1),1341(1),-,-,503(1),590(1),723(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"KAPV Med Coll, Trichy",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,323(1),323(1),323(1),-,-,348(1),348(1),738(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Thanjavur Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,798(1),859(1),859(1),-,-,607(1),607(1),742(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Karpagam Faculty, Coimbatore",DERMATOLOGY,"₹3,50,000*","₹38,000*",0,₹0,675,854(1),854(1),854(1),-,-,746(1),746(1),747(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,800(2),1099(2),1099(2),-,-,583(2),664(2),748(2),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"CMC, Vellore",GENERAL MEDICINE,"₹65,470*","₹51,000",2,"₹40,00,000",2879,1776(1),1776(1),1776(1),-,-,756(1),756(1),757(1),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",DERMATOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,306(1),306(1),306(1),-,-,302(1),642(1),762(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,1006(3),1276(3),1276(3),-,-,762(3),762(3),763(3),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Coimbatore Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,-,-,-,-,-,412(1),479(1),764(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,692(1),765(1),766(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,354(1),608(1),608(1),-,-,321(1),434(1),768(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Chengalpattu Med Coll,DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,342(1),787(1),787(1),-,-,776(1),776(1),777(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,715(2),1168(2),1168(2),-,-,596(2),649(2),778(2),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Stanley Med Coll, Chennai",TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,431(1),973(1),973(1),-,-,379(1),631(1),779(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Chengalpattu Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,883(1),1272(1),1199(1),-,-,677(1),677(1),780(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Tirunelveli Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,353(1),289(1),289(1),-,-,444(1),494(1),781(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Thanjavur Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,362(1),656(1),656(1),-,-,314(1),408(1),783(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"KAPV Med Coll, Trichy",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,363(1),692(1),692(1),-,-,361(1),426(1),786(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Madurai Med Coll, Madurai",RADIO DIAGNOSIS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,168(1),168(1),168(1),-,-,714(1),786(1),787(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,267(1),752(1),752(1),-,-,802(1),802(1),803(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madurai Med Coll, Madurai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,496(1),774(1),774(1),-,-,440(1),579(1),806(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Madras Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,346(1),346(1),346(1),-,-,261(1),261(1),807(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,428(3),428(3),428(3),-,-,655(3),812(3),813(3),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"CMC, Vellore",OBG,"₹65,470*","₹51,000",2,"₹40,00,000",2879,763(1),763(1),763(1),-,-,159(1),650(1),820(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,579(1),582(1),823(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Aravind Eye Hosp, Madurai",OPHTHALMOLOGY,"₹3,50,000*","₹48,000",2*,"₹40,00,000*",1090,1569(1),1569(1),1569(1),-,-,823(1),823(1),824(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",RADIO DIAGNOSIS,"₹3,50,000*","₹15,000*",0,₹0,600,720(1),1627(1),1627(1),-,-,371(1),557(1),826(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,736(1),736(1),736(1),-,-,827(2),827(2),828(2),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",ORTHOPAEDICS,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,1209(1),1009(1),1009(1),-,-,816(1),831(1),832(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,516(1),516(1),516(1),-,-,553(1),834(1),835(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Govt Vellore Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,426(1),668(1),555(1),-,-,304(1),555(1),838(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madurai Med Coll, Madurai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,538(1),734(1),734(1),-,-,472(1),840(1),841(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,846(1),846(1),847(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madras Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,465(3),504(4),568(3),-,-,386(4),476(4),851(4),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Govt Thiruvannamalai Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",500,211(1),211(1),211(1),-,-,434(1),514(1),855(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,395(1),699(1),705(1),-,-,445(1),533(1),861(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Chengalpattu Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,1227(1),1650(1),1665(1),-,-,861(1),861(1),862(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madras Med Coll, Chennai",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,840(1),974(1),1693(1),-,-,602(1),868(1),869(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Coimbatore Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,781(2),1207(2),1132(2),2226(1),-,740(2),747(2),871(2),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"CMC, Vellore",OPHTHALMOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,873(1),873(1),874(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Stanley Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,575(1),791(1),791(1),-,-,443(1),819(1),877(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Govt Dharmapuri Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,396(1),786(1),786(1),-,-,442(1),498(1),886(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Trichy SRM Med Coll, Trichy",RADIO DIAGNOSIS,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,888(1),888(1),889(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,341(1),421(1),421(1),-,-,889(2),889(2),890(2),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Chengalpattu Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,1514(1),1514(1),1514(1),-,-,1861(1),890(1),891(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Mohan Kumaramangalam, Salem",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,1127(1),1127(1),1127(1),-,-,891(1),891(1),892(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madha Medical College, Chennai",DERMATOLOGY,"₹3,50,000*",Info not available,0,₹0,-,1594(1),1862(1),1862(1),-,-,894(1),894(1),895(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Stanley Med Coll, Chennai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,668(1),815(1),1021(1),-,-,327(1),327(1),897(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Govt Theni Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,369(1),577(1),603(1),1215(1),-,402(1),500(1),901(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Tirunelveli Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,626(1),895(1),674(1),1625(1),-,470(1),785(1),902(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Tirunelveli Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,1214(1),2205(1),2205(1),-,-,629(1),903(1),904(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Govt Dharmapuri Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,600(1),600(1),600(1),-,-,653(1),905(1),906(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Kanyakumari Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,418(1),714(1),811(1),-,-,431(1),524(1),914(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Govt Villupuram Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,405(1),716(1),716(1),-,-,422(1),517(1),917(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Govt Dharmapuri Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,788(1),937(1),979(1),-,-,819(1),917(1),918(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Thanjavur Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,727(1),997(1),997(1),-,-,506(1),966(1),922(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Thanjavur Med Coll,TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,-,-,-,-,-,469(1),702(1),924(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Kanyakumari Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,1099(1),1567(1),1757(1),2145(1),-,836(1),935(1),936(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,700,1400(1),1400(1),1400(1),-,-,946(1),946(1),947(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,1645(2),1333(2),1333(2),-,-,2436(2),2436(2),950(2),-,-,-
