Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5
TN Govt Quota,BC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,2990(1),3163(1),3163(1),-,-,4520(1),4520(1),4545(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madha Medical College, Chennai",PSYCHIATRY,"₹3,50,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,4548(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,Tirunelveli Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,3646(1),3646(1),3646(1),-,-,4531(1),4531(1),4556(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Stanley Med Coll, Chennai",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,4543(1),6273(1),6273(1),-,-,3072(1),4550(1),4575(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,Tirunelveli Med Coll,ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,4210(1),4210(1),4210(1),-,-,4554(1),4554(1),4579(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Thanjavur Med Coll,BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,4969(1),5138(1),5138(1),-,-,3250(1),4555(1),4580(1),-,-,-
OC Serv,Tamil Nadu,Coimbatore Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,2766(1),3829(1),3829(1),-,-,4557(1),4557(1),4582(1),-,-,-,
TN Govt Quota,SCA Open,Tamil Nadu,Chengalpattu Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,3434(1),3562(1),3562(1),-,-,2723(1),2723(1),4583(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madras Med Coll, Chennai",PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,2463(1),4205(1),4205(1),-,-,1838(1),1838(1),4586(1),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,"Govt Erode Med Coll,Perundurai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",600,3193(1),3193(1),3193(1),-,-,2982(1),4039(1),4589(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Villupuram Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,2652(1),2652(1),3586(1),-,-,4569(1),4569(1),4594(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Chengalpattu Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,2535(1),3589(1),3589(1),-,-,4570(1),4570(1),4595(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Mohan Kumaramangalam, Salem",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,1948(1),3231(1),4110(1),-,-,3715(1),3715(1),4610(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madras Med Coll, Chennai",GERIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,3455(1),3665(1),4611(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,4614(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,2292(1),2292(1),4553(1),-,-,4593(1),4593(1),4619(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,2021(2),1620(2),1620(1),-,-,4133(2),4133(2),4620(2),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,4724(2),4879(2),4879(2),-,-,4386(2),4386(2),4622(2),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,4628(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Coimbatore Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,3347(1),4185(1),4185(1),4551(1),-,4114(1),4603(1),4629(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Govt Med Coll, Omandurar",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,2961(1),2961(1),2961(1),-,-,3938(1),3938(1),4630(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",ANATOMY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,4606(1),4606(1),4632(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PHYSIOLOGY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,4612(1),4612(1),4638(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,Chengalpattu Med Coll,RADIATION ONCOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,4209(1),4691(1),4909(1),-,-,4619(1),4619(1),4645(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Vellore Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,3096(1),3096(1),3096(1),-,-,4620(1),4620(1),4646(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Thiruvarur Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,2655(1),3548(1),3548(1),-,-,4622(1),4622(1),4648(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Thanjavur Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,4436(1),4861(1),4861(1),-,-,4623(1),4623(1),4649(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Thanjavur Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,1453(1),1453(1),1453(1),-,-,4959(1),4035(1),4650(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Thoothukudi Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,3932(1),3932(1),3932(1),-,-,4625(1),4625(1),4651(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Thiruvarur Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,3968(1),3968(1),3968(1),-,-,4636(1),4636(1),4662(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,3344(1),3344(1),2799(1),-,-,4641(1),4641(1),4667(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,3286(2),3588(2),3588(2),-,-,4642(2),4642(2),4668(2),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PAEDIATRICS,"₹3,50,000*","₹35,000*",0,₹0,800,3262(1),4733(1),4360(1),-,-,-,-,4674(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,Govt Theni Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,2742(1),2742(1),2742(1),-,-,3967(1),3967(1),4679(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Kanyakumari Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,1717(1),4250(1),4250(1),-,-,4655(1),4655(1),4681(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DORTHO,"₹50,000*","₹52,451*",1*,"₹20,00,000*",1400,-,-,-,-,-,1847(1),1847(1),4697(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Joseph Eye Hosp, Trichy",OPHTHALMOLOGY,"₹3,50,000*","₹48,000*",2*,"₹40,00,000*",450,3737(1),4239(1),4577(1),-,-,3668(1),3668(1),4701(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Thanjavur Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,2533(1),2533(1),2533(1),-,-,4689(1),4689(1),4715(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",ANAESTHESIOLOGY,"₹3,50,000*","₹15,000*",0,₹0,600,-,5012(1),-,-,-,2580(1),3096(1),4724(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,3190(1),4040(1),4730(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Stanley Med Coll, Chennai",PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,2594(1),1589(1),4733(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Dharmapuri Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3934(1),4206(1),4206(1),-,-,4716(1),4716(1),4742(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"PSG IMS, Coimbatore",MICROBIOLOGY,"₹3,00,000*","₹25,000*",0,₹0,1130,5524(1),-,7300(1),-,-,3577(1),4732(1),4758(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,3382(1),3645(1),3645(1),-,-,4604(1),4604(1),4770(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Sivagangai Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,865(1),865(1),865(1),-,-,4745(1),4745(1),4771(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Coimbatore Med Coll,ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,3381(1),2676(1),3459(1),-,-,4750(1),4750(1),4776(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Kanyakumari Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,1912(1),1912(1),1912(1),-,-,4758(1),4758(1),4784(1),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,3506(1),3506(1),3506(1),-,-,3036(1),3036(1),4793(1),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,"Velammal Med Col, Madurai",ORTHOPAEDICS,"₹3,50,000*","₹37,000*",0,₹0,1024,3766(1),3766(1),3766(1),-,-,4769(1),4769(1),4795(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Velammal Med Col, Madurai",SPM,"₹3,00,000*","₹37,000*",0,₹0,1024,5659(1),5659(1),5659(1),-,-,4775(1),4775(1),4801(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,4785(1),4785(1),4811(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,3589(1),3933(1),3933(1),-,-,4787(1),4787(1),4813(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,4205(2),4620(2),4620(2),-,-,4509(2),4509(2),4814(2),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,"PSG IMS, Coimbatore",ENT,"₹3,50,000*","₹25,000*",0,₹0,1130,-,-,-,-,-,4793(1),4793(1),4819(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Stanley Med Coll, Chennai",FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,2846(1),4687(1),4687(1),-,-,1670(1),3323(1),4831(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,"Madras Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,4809(1),4809(1),4835(1),-,-,-
BC Serv,Tamil Nadu,"CMC, Vellore",PSYCHIATRY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,4811(1),4811(1),4837(1),-,-,-,
,,,,,,,,,,,,,,,,,,,,
TN Govt Quota,MBC Serv,Tamil Nadu,Govt Vellore Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,-,-,-,-,-,4812(1),4812(1),4838(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madras Med Coll, Chennai",DDIAB,"₹50,000*","₹52,451*",1*,"₹20,00,000*",7285,-,-,-,-,-,4820(1),4820(1),4846(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Mohan Kumaramangalam, Salem",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,2506(1),2506(1),2506(1),-,-,3966(1),3966(1),4847(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",PATHOLOGY,"₹3,00,000*","₹15,000*",0,₹0,600,5209(1),4744(1),6667(1),-,-,-,-,4862(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,3678(2),3312(2),3312(2),-,-,5237(2),4688(2),4865(2),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Coimbatore Med Coll,MICROBIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,3147(1),5238(1),5238(1),-,-,2322(1),4319(1),4874(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",ORTHOPAEDICS,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,4876(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Madras Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3480(1),4265(1),4265(1),-,-,2535(1),3334(1),4889(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"KAPV Med Coll, Trichy",MICROBIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,4216(1),5856(1),5012(1),-,-,3201(1),3676(1),4893(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Tirunelveli Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,2536(1),3704(1),3315(1),-,-,4887(1),4887(1),4914(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Dharmapuri Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3162(1),3586(1),4207(1),-,-,4585(1),4585(1),4915(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"KAPV Med Coll, Trichy",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,4861(1),5729(1),5365(1),-,-,3957(1),4969(1),4916(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,2741(2),2741(2),2741(2),-,-,4890(2),4890(2),4917(2),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Villupuram Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,2648(1),3740(1),3740(1),-,-,4892(1),4892(1),4919(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Madha Medical College, Chennai",ENT,"₹3,50,000*",Info not available,0,₹0,-,3817(1),4026(1),6324(1),-,-,-,-,4927(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,ANAESTHESIOLOGY,"₹3,50,000*","₹35,000*",0,₹0,700,4396(1),6316(1),4396(1),-,-,4684(1),4447(1),4928(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madras Med Coll, Chennai",GERIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,2470(1),2470(1),2075(1),-,-,4455(1),4906(1),4933(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,3675(1),4548(1),4548(1),-,-,5616(1),5616(1),4934(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",FORENSIC MEDICINE,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,3071(1),4913(1),4940(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PMR,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,4786(1),4920(1),4947(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Tirunelveli Med Coll,IHBT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,3383(1),3383(1),3383(1),-,-,404(1),4921(1),4948(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Villupuram Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,2962(1),2962(1),2962(1),-,-,4922(1),4922(1),4949(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Chengalpattu Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,2393(1),3059(1),3059(1),-,-,4290(1),4934(1),4961(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Chengalpattu Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,3455(1),3382(1),3676(1),-,-,5517(1),5520(1),4962(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Villupuram Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,3740(1),4113(1),4113(1),-,-,4937(1),4937(1),4964(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"St. Peters Medical Coll, Hosur",ORTHOPAEDICS,"₹3,50,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,4969(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"TamilNadu MGR Med Univ,Chennai",IHBT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3860(1),4522(1),4522(1),-,-,3151(1),4596(1),4972(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"CMC, Vellore",OBG,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,3042(1),3042(1),4973(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madras Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3023(1),3023(1),3023(1),-,-,4948(1),4948(1),4975(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Thanjavur Med Coll,ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,3484(1),4721(1),5004(1),-,-,5141(1),4959(1),4986(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,3588(1),4043(1),4043(1),-,-,4961(1),4961(1),4988(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Stanley Med Coll, Chennai",PHYSIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,4249(1),4998(1),5026(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Thanjavur Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,3233(2),3233(2),3233(2),-,-,5354(2),5010(2),5038(2),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Thoothukudi Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,2396(1),2396(1),4130(1),4521(1),-,4624(1),5011(1),5039(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,2799(1),2799(1),3314(1),-,-,4423(1),4423(1),5040(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3742(2),4272(2),4272(2),-,-,5021(2),5021(2),5049(2),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Tirunelveli Med Coll,PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,-,-,-,-,-,5022(1),5022(1),5050(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"TamilNadu MGR Med Univ,Chennai",IHBT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,5306(1),5478(1),5425(1),6526(1),-,5033(1),5033(1),5061(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Thiruvannamalai Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",500,3409(1),3460(1),3460(1),-,-,5034(1),5034(1),5062(1),-,-,-
TN Govt Quota,ST Serv,Tamil Nadu,"Madras Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,5309(1),5309(1),5309(1),-,-,5047(1),5047(1),5075(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Tirunelveli Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,2653(1),2653(1),2653(1),-,-,5048(2),5048(2),5076(2),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,2532(1),2532(1),2532(1),-,-,5049(1),5049(1),5077(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Sivagangai Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,2959(1),2991(1),2991(1),-,-,5050(1),5050(1),5078(1),-,-,-
TN Govt Quota,ST Open,Tamil Nadu,"KAPV Med Coll, Trichy",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,4926(1),4926(1),6449(1),-,-,5063(1),5063(1),5091(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",OBG,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,5093(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Mohan Kumaramangalam, Salem",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,3521(1),3521(1),3521(1),-,-,5067(1),5067(1),5095(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"KAPV Med Coll, Trichy",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,5588(1),6317(2),6304(1),-,-,5068(1),5068(1),5096(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,2900(1),2900(1),2900(1),-,-,5074(1),5074(1),5102(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,1944(1),1944(1),1944(1),-,-,4260(1),4260(1),5116(1),-,-,-
BC Serv,Tamil Nadu,Chengalpattu Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,1946(1),1946(1),1946(1),-,-,5090(1),5090(1),5118(1),-,-,-,
,,,,,,,,,,,,,,,,,,,,
TN Govt Quota,OC Serv,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3258(3),3454(3),3259(3),-,-,4337(3),4353(3),5129(3),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Tagore Med Coll, Chennai",PHARMACOLOGY,"₹3,00,000*","₹35,000*",0,₹0,818,5168(1),-,7671(1),-,-,3761(1),5125(1),5153(1),-,-,-
TN Govt Quota,BCM Serv,Tamil Nadu,Govt Thoothukudi Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,3769(1),5083(1),5083(1),-,-,5131(1),5131(1),5159(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,2473(1),2473(1),2473(1),-,-,4810(1),4810(1),5160(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PSYCHIATRY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,5133(1),5133(1),5161(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Govt Med Coll, Omandurar",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3550(1),3550(1),3550(1),-,-,4907(1),4907(1),5162(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,2902(2),2842(2),2842(2),-,-,5135(2),5135(2),5163(2),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",RADIO DIAGNOSIS,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,5137(1),5137(1),5165(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,5370(1),5860(1),5860(1),-,-,5138(1),5138(1),5166(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Coimbatore Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,3935(1),4419(1),4419(1),-,-,4208(1),5141(1),5169(1),-,-,-
