Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5
TN Mgmt Quota,GEN,Tamil Nadu,"St. Peters Medical Coll, Hosur",MICROBIOLOGY,"₹4,35,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,3893(1),-,4587(1),-
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",DERMATOLOGY,"₹15,50,000*","₹15,000*",0,₹0,600,2715(2),2715(2),2715(2),-,-,3911(2),3911(2),3911(2),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"St. Peters Medical Coll, Hosur",SPM,"₹4,35,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,3926(1),-,4336(1),4461(1)
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PSYCHIATRY,"₹15,50,000*","₹35,000*",0,₹0,1575,2784(1),2806(1),3342(1),-,-,1884(1),2230(1),3940(1),-,3850(1),-
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",TBRD,"₹15,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,3941(2),3941(2),3941(2),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",ANATOMY,"₹4,35,000*","₹35,000*",0,₹0,800,-,-,3864(1),-,-,-,-,3970(1),-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PATHOLOGY,"₹4,35,000*","₹35,000*",0,₹0,800,-,-,-,-,-,2965(1),3157(1),3989(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",SPM,"₹4,35,000*","₹10,000*",0,₹0,550,1783(1),-,3411(1),-,-,3109(1),2731(1),4006(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",MICROBIOLOGY,"₹4,35,000*","₹35,000*",0,₹0,800,2607(1),-,3586(1),-,-,3091(1),2898(1),4035(1),-,-,-
TN NRI Quota,NRI,Tamil Nadu,"Mookambika IMS, Kanyakumari",ANAESTHESIOLOGY,"₹26,00,000*","₹15,000*",0,₹0,600,-,-,3510(1),-,-,3780(2),3712(1),4046(2),-,4048(1),4329(1)
TN CMC-Service,CMC-Service,Tamil Nadu,"CMC, Vellore",ANATOMY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,3609(1),3609(1),4086(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",MICROBIOLOGY,"₹4,35,000*","₹10,000*",0,₹0,550,3019(1),-,3445(1),3763(1),-,3370(1),3001(1),4091(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Tagore Med Coll, Chennai",SPM,"₹4,35,000*","₹35,000*",0,₹0,818,2558(2),-,3337(2),2378(1),-,3283(2),3283(2),4116(2),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Trichy SRM Med Coll, Trichy",SPM,"₹4,35,000*","₹35,000*",0,₹0,1575,-,-,2988(1),3245(2),3126(1),2550(1),2579(1),4135(1),-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PATHOLOGY,"₹4,35,000*","₹35,000*",0,₹0,1575,2213(1),2213(1),3867(1),-,-,1823(1),3628(1),4193(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",SPM,"₹4,35,000*","₹35,000*",0,₹0,800,2593(2),-,3478(2),3268(1),-,2900(2),3354(2),4212(2),-,4290(1),-
TN Mgmt Quota,GEN,Tamil Nadu,"Karpagam Faculty, Coimbatore",MICROBIOLOGY,"₹4,35,000*","₹38,000*",0,₹0,675,-,-,3240(1),3931(1),-,-,-,4235(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",SPM,"₹4,35,000*",Info not available,0,₹0,-,-,-,-,-,-,3453(1),-,4247(1),-,-,-
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",PATHOLOGY,"₹4,35,000*","₹15,000*",0,₹0,600,-,-,3436(1),-,-,-,-,4314(1),-,-,-
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",ANAESTHESIOLOGY,"₹15,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,4327(1),-,-,-
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",OBG,"₹15,50,000*","₹15,000*",0,₹0,600,2489(2),2489(2),2489(2),-,-,-,-,4361(2),-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Karpagam Faculty, Coimbatore",SPM,"₹4,35,000*","₹38,000*",0,₹0,675,-,-,-,-,-,3628(1),-,4419(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Annapoorna Medical Coll, Salem",MICROBIOLOGY,"₹4,35,000*","₹35,000*",0,₹0,-,-,-,-,-,-,-,-,4424(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Velammal Med Col, Madurai",BIOCHEMISTRY,"₹4,35,000*","₹37,000*",0,₹0,1024,-,-,3391(2),-,-,-,3862(1),4490(2),-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Sri Muthukumaran, Chennai",SPM,"₹4,35,000*","₹25,000",0,₹0,720,-,-,-,-,-,-,-,4501(1),-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PHARMACOLOGY,"₹4,35,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,4507(1),-,-,-
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",ORTHOPAEDICS,"₹15,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,4512(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Tagore Med Coll, Chennai",PHARMACOLOGY,"₹4,35,000*","₹35,000*",0,₹0,818,-,-,3718(1),-,-,3655(1),-,4515(1),-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,PHARMACOLOGY,"₹4,35,000*","₹35,000*",0,₹0,700,2971(1),2971(1),3813(2),3309(1),-,-,-,4591(1),-,-,4683(1)
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",SPM,"₹4,35,000*","₹15,000*",0,₹0,600,-,-,3947(1),-,-,-,-,4592(1),-,-,-
TN Mgmt-Malayalam Min,Malayalam Minority,Tamil Nadu,"Mookambika IMS, Kanyakumari",GENERAL SURGERY,"₹15,50,000*","₹15,000*",0,₹0,600,1108(1),-,-,-,3757(1),1371(1),1371(1),-,-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Karpagam Faculty, Coimbatore",PATHOLOGY,"₹4,35,000*","₹38,000*",0,₹0,675,-,-,-,-,-,2230(1),-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",BIOCHEMISTRY,"₹4,35,000*","₹10,000*",0,₹0,550,-,-,3901(1),3952(1),-,3130(1),-,-,-,-,-
TN NRI Quota,NRI,Tamil Nadu,"St. Peters Medical Coll, Hosur",DERMATOLOGY,"₹26,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,3696(1),3684(1)
TN Mgmt Quota,GEN,Tamil Nadu,"Trichy SRM Med Coll, Trichy",BIOCHEMISTRY,"₹4,35,000*","₹35,000*",0,₹0,1575,-,-,3828(1),4003(1),-,3862(1),3849(1),-,-,-,3523(1)
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Srinivasan Med Coll,Samayapuram",ENT,"₹15,50,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,-,3940(2),3880(1),-
TN Mgmt Quota,GEN,Tamil Nadu,"Velammal Med Col, Madurai",PHYSIOLOGY,"₹4,35,000*","₹37,000*",0,₹0,1024,-,-,3803(1),-,-,-,-,-,-,3996(1),-
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,PHYSIOLOGY,"₹4,35,000*","₹35,000*",0,₹0,700,-,-,3924(1),-,-,-,-,-,-,-,4414(1)
TN Mgmt Quota,GEN,Tamil Nadu,"Karpagam Faculty, Coimbatore",BIOCHEMISTRY,"₹4,35,000*","₹38,000*",0,₹0,675,-,-,-,-,-,-,-,-,-,-,4482(1)
TN Mgmt Quota,GEN,Tamil Nadu,"Srinivasan Med Coll,Samayapuram",SPM,"₹4,35,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,-,3726(1),4527(1),-
TN Mgmt Quota,GEN,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",PHARMACOLOGY,"₹4,35,000*","₹10,000*",0,₹0,550,2855(1),-,3482(1),-,-,1852(1),-,-,-,-,4671(1)
TN Mgmt Quota,GEN,Tamil Nadu,"PSG IMS, Coimbatore",PHYSIOLOGY,"₹4,35,000*","₹25,000*",0,₹0,1130,2815(1),-,3906(2),-,-,2768(1),2768(1),-,-,-,4699(1)
TN Mgmt Quota,GEN,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PHYSIOLOGY,"₹4,35,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,2483(1),2483(1),-,-,-,4702(1)
TN Mgmt Quota,GEN,Tamil Nadu,"Annapoorna Medical Coll, Salem",PHARMACOLOGY,"₹4,35,000*","₹35,000*",0,₹0,-,-,-,-,-,-,-,-,-,-,-,4705(1)
TN Mgmt Quota,GEN,Tamil Nadu,"Karpagam Faculty, Coimbatore",PHARMACOLOGY,"₹4,35,000*","₹38,000*",0,₹0,675,-,-,3513(1),-,-,-,-,-,-,-,4715(1)
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,FORENSIC MEDICINE,"₹4,35,000*","₹35,000*",0,₹0,700,2433(1),-,3212(1),-,-,3406(1),3426(1),-,-,-,4720(1)
TN Mgmt Quota,GEN,Tamil Nadu,"PSG IMS, Coimbatore",RADIO DIAGNOSIS,"₹15,50,000*","₹25,000*",0,₹0,1130,35(1),35(1),35(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"PSG IMS, Coimbatore",DERMATOLOGY,"₹15,50,000*","₹25,000*",0,₹0,1130,40(1),60(1),60(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Velammal Med Col, Madurai",GENERAL MEDICINE,"₹15,50,000*","₹37,000*",0,₹0,1024,109(1),109(1),122(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,GENERAL MEDICINE,"₹15,50,000*","₹35,000*",0,₹0,700,286(1),286(1),286(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,PAEDIATRICS,"₹15,50,000*","₹35,000*",0,₹0,700,356(1),377(1),377(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,OBG,"₹15,50,000*","₹35,000*",0,₹0,700,340(1),408(1),408(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",DERMATOLOGY,"₹15,50,000*",Info not available,0,₹0,-,483(1),483(1),483(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"PSG IMS, Coimbatore",ORTHOPAEDICS,"₹15,50,000*","₹25,000*",0,₹0,1130,202(1),509(1),509(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",OBG,"₹15,50,000*","₹35,000*",0,₹0,800,-,602(1),602(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",OBG,"₹15,50,000*",Info not available,0,₹0,-,745(1),745(1),745(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Velammal Med Col, Madurai",ENT,"₹15,50,000*","₹37,000*",0,₹0,1024,525(1),795(1),795(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",TBRD,"₹15,50,000*","₹15,000*",0,₹0,600,-,937(1),937(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",GENERAL MEDICINE,"₹15,50,000*",Info not available,0,₹0,-,641(2),1028(2),1028(2),-,-,-,-,-,-,-,-
TN CMC-Service,CMC-Service,Tamil Nadu,"CMC, Vellore",GERIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,1104(1),1104(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",OPHTHALMOLOGY,"₹15,50,000*",Info not available,0,₹0,-,1147(1),-,-,-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,ORTHOPAEDICS,"₹15,50,000*","₹35,000*",0,₹0,700,786(1),1168(2),1168(2),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Sri Muthukumaran, Chennai",GENERAL SURGERY,"₹15,50,000*","₹25,000",0,₹0,720,-,1173(1),1173(1),-,-,-,-,-,-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Trichy SRM Med Coll, Trichy",TBRD,"₹15,50,000*","₹35,000*",0,₹0,1575,1220(1),1220(1),1220(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",ORTHOPAEDICS,"₹15,50,000*","₹15,000*",0,₹0,600,-,1465(2),1233(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Trichy SRM Med Coll, Trichy",ANAESTHESIOLOGY,"₹15,50,000*","₹35,000*",0,₹0,1575,-,1557(2),1557(2),-,-,-,-,-,-,-,-
TN NRI Quota,NRI,Tamil Nadu,"Mookambika IMS, Kanyakumari",RADIO DIAGNOSIS,-,-,-,-,600,-,1604(2),1604(2),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",ENT,"₹15,50,000*","₹15,000*",0,₹0,600,-,1856(1),1856(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",EMERGENCY MEDICINE,"₹15,50,000*","₹15,000*",0,₹0,600,-,1913(2),1913(1),-,-,-,-,-,-,-,-
TN NRI Quota,NRI,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",TBRD,"₹26,00,000*","₹10,000*",0,₹0,550,1920(1),1920(1),1920(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Sri Muthukumaran, Chennai",ENT,"₹15,50,000*","₹25,000",0,₹0,720,-,1977(1),-,-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Karpagam Faculty, Coimbatore",ANAESTHESIOLOGY,"₹15,50,000*","₹38,000*",0,₹0,675,-,2010(1),-,-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",PATHOLOGY,"₹4,35,000*","₹15,000*",0,₹0,600,2024(1),-,-,-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",OPHTHALMOLOGY,"₹15,50,000*","₹15,000*",0,₹0,600,-,2031(2),-,-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",SPM,"₹4,35,000*","₹15,000*",0,₹0,600,2131(1),-,-,-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Karpagam Faculty, Coimbatore",OPHTHALMOLOGY,"₹15,50,000*","₹38,000*",0,₹0,675,-,2180(1),2180(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",ORTHOPAEDICS,"₹15,50,000*","₹35,000*",0,₹0,800,933(1),1287(1),2190(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",ENT,"₹15,50,000*",Info not available,0,₹0,-,2245(1),2245(1),2245(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",OPHTHALMOLOGY,"₹15,50,000*","₹35,000*",0,₹0,800,1112(1),2201(1),2024(1),2288(1),-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",PAEDIATRICS,"₹15,50,000*",Info not available,0,₹0,-,723(1),2442(1),2442(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",ANAESTHESIOLOGY,"₹15,50,000*","₹15,000*",0,₹0,600,-,2607(2),2607(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",ORTHOPAEDICS,"₹15,50,000*",Info not available,0,₹0,-,1233(1),2634(1),2634(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",PSYCHIATRY,"₹15,50,000*",Info not available,0,₹0,-,2643(1),2643(1),2643(1),-,-,-,-,-,-,-,-
TN NRI Quota,NRI,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",ORTHOPAEDICS,"₹26,00,000*","₹10,000*",0,₹0,550,2670(1),-,2044(1),-,-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",ANAESTHESIOLOGY,"₹15,50,000*",Info not available,0,₹0,-,1092(1),2827(1),2827(1),-,-,-,-,-,-,-,-
TN NRI Quota,NRI,Tamil Nadu,"Mookambika IMS, Kanyakumari",TBRD,"₹26,00,000*","₹15,000*",0,₹0,600,2326(1),2922(1),2917(1),-,-,-,-,-,-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",OPHTHALMOLOGY,"₹15,50,000*","₹35,000*",0,₹0,800,2961(1),2991(1),2991(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Sri Muthukumaran, Chennai",SPM,"₹4,35,000*","₹25,000",0,₹0,720,-,2993(1),2993(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Karpagam Faculty, Coimbatore",SPM,"₹4,35,000*","₹38,000*",0,₹0,675,-,-,3097(1),3098(1),-,-,-,-,-,-,-
TN Mgmt-Christian Min,Christian Minority,Tamil Nadu,"Madha Medical College, Chennai",GENERAL SURGERY,"₹15,50,000*",Info not available,0,₹0,-,2202(3),2202(3),3312(3),2646(1),-,-,-,-,-,-,-
TN NRI Quota,NRI,Tamil Nadu,"Mookambika IMS, Kanyakumari",OPHTHALMOLOGY,"₹26,00,000*","₹15,000*",0,₹0,600,2268(1),-,3188(2),3345(1),-,-,-,-,-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Karpagam Faculty, Coimbatore",ANAESTHESIOLOGY,"₹15,50,000*","₹38,000*",0,₹0,675,2885(1),-,3357(1),-,-,-,-,-,-,-,-
TN NRI Quota,NRI,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",ANAESTHESIOLOGY,"₹26,00,000*","₹35,000*",0,₹0,800,3034(1),-,3433(1),-,-,-,-,-,-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Trichy SRM Med Coll, Trichy",SPM,"₹4,35,000*","₹35,000*",0,₹0,1575,2986(1),-,3629(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",PHYSIOLOGY,"₹4,35,000*","₹10,000*",0,₹0,550,-,-,3666(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Velammal Med Col, Madurai",ANATOMY,"₹4,35,000*","₹37,000*",0,₹0,1024,-,-,3683(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"PSG IMS, Coimbatore",ANATOMY,"₹4,35,000*","₹25,000*",0,₹0,1130,-,-,3709(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PHARMACOLOGY,"₹4,35,000*","₹35,000*",0,₹0,1575,-,-,3773(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,BIOCHEMISTRY,"₹4,35,000*","₹35,000*",0,₹0,700,-,-,3848(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",ANATOMY,"₹4,35,000*","₹10,000*",0,₹0,550,-,-,3898(1),3736(1),-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PHYSIOLOGY,"₹4,35,000*","₹35,000*",0,₹0,800,-,-,3981(1),-,-,-,-,-,-,-,-
TN Mgmt-Telugu Min,Telugu Minority,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PHYSIOLOGY,"₹4,35,000*","₹35,000*",0,₹0,1575,-,-,3982(1),-,-,-,-,-,-,-,-
TN Mgmt Quota,GEN,Tamil Nadu,"Trichy SRM Med Coll, Trichy",ANATOMY,"₹4,35,000*","₹35,000*",0,₹0,1575,-,-,3362(1),-,3997(1),-,-,-,-,-,-
