Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2024 1,CR 2024 2,CR 2024 3
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,-,-,3360(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Shivpuri",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",520,-,-,-,-,-,3369(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",PATHOLOGY,"₹9,50,000*","₹69,115*",1,"₹10,00,000",720,-,-,2748(2),-,-,3371(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",EMERGENCY MEDICINE,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,-,-,1998(1),2099(1),3372(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",ANAESTHESIOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,-,3374(6)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",SPM,"₹1,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,2584(2),-,2118(1),3376(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ANAESTHESIOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1677(3),2122(1),2332(5),1900(6),2076(8),3378(15)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",ANAESTHESIOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1725(3),-,2371(5),2011(3),2184(3),3379(3)
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Index Med Coll, Indore",ORTHOPAEDICS,"₹66,92,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2526(3),-,-,3380(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PATHOLOGY,"₹9,10,000*","₹72,633",1,"₹10,00,000",912,-,-,3383(2),-,3316(1),3390(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Shivpuri",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",520,-,-,-,1301(1),1939(1),3404(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,2262(1),2314(1),3409(1)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Index Med Coll, Indore",DERMATOLOGY,"₹78,75,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,3522(3),3562(2)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",ORTHOPAEDICS,"₹64,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,3981(1),3585(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",SPM,"₹11,00,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,-,3639(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",BIOCHEMISTRY,"₹11,00,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,4627(1),-,-,3770(2)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Index Med Coll, Indore",PATHOLOGY,"₹9,44,300*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,-,3772(1)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL SURGERY,"₹64,05,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,3892(1),3798(1)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Chirayu Med Coll, Bhopal",PAEDIATRICS,"₹64,05,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,3787(1),3959(1)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Index Med Coll, Indore",ORTHOPAEDICS,"₹66,92,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,4050(4),3993(2)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL SURGERY,"₹68,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,-,4015(1)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",GENERAL SURGERY,"₹64,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,4099(2),4090(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Aurobindo Med Coll, Indore",FORENSIC MEDICINE,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,-,4092(1)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"LNMC & RC, Bhopal",PAEDIATRICS,"₹68,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,4007(2),4121(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Aurobindo Med Coll, Indore",PATHOLOGY,"₹10,00,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,-,4129(4)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Aurobindo Med Coll, Indore",SPM,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,-,4185(2)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",PATHOLOGY,"₹8,50,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,-,4225(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Peoples College, Bhopal",PATHOLOGY,"₹8,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,-,4414(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Chirayu Med Coll, Bhopal",PATHOLOGY,"₹9,10,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,-,4454(2)
MP Govt-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,-,4456(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,22(2),-,-,18(2),-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,31(1),59(1),-,19(1),-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,5(2),-,-,24(2),-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,25(1),-,-,26(1),-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,413(2),413(1),-,36(1),-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,59(1),89(1),-,52(1),-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,44(1),44(1),44(1),59(1),-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,41(2),74(2),-,102(1),-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,74(1),85(1),85(1),112(1),112(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,56(1),149(2),150(1),113(1),121(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,20(1),122(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"SSMC, Rewa",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,102(1),153(1),154(1),80(1),133(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,64(1),64(1),64(1),50(1),134(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,141(1),284(1),-,119(1),183(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,99(1),145(1),-,168(1),191(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,177(1),555(1),556(1),192(1),-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,183(1),194(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,172(3),200(2),-,160(3),198(2),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,224(1),224(1),226(1),200(1),-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,127(2),205(2),-,178(2),221(2),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,78(1),161(1),-,236(1),-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,261(1),-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,284(1),352(1),-,194(1),267(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,256(1),270(1),330(1),292(1),295(1),-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,354(2),305(1),-,299(1),-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,399(2),490(2),-,308(2),309(2),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,392(1),-,-,322(1),-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,295(1),338(2),337(1),332(1),340(1),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",OBG,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,405(2),405(3),407(3),341(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,639(1),639(1),641(1),355(1),-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",TBRD,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,273(1),355(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",TBRD,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,373(1),374(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",RADIO DIAGNOSIS,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,349(1),349(1),350(1),388(1),-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,278(1),334(1),342(1),339(1),423(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,445(1),806(1),810(1),424(1),425(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,220(1),304(1),305(1),296(1),430(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,306(1),272(1),327(1),361(2),436(2),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,440(1),-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,281(1),337(1),338(1),283(1),447(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,308(1),385(1),552(1),226(1),461(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,244(1),362(1),363(1),326(1),482(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,479(2),-,291(2),518(2),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,374(1),374(1),963(1),564(1),-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,239(1),529(2),530(2),267(2),566(2),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,458(1),567(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,336(1),571(1),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",GENERAL MEDICINE,"₹18,60,000*","₹69,115*",1,"₹10,00,000",720,501(2),763(3),766(3),606(1),-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,540(1),736(1),-,608(1),609(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,-,-,443(1),612(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,619(1),-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,876(2),1142(3),1047(1),625(1),627(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,927(1),927(1),932(1),650(1),652(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,574(1),574(1),575(1),455(1),662(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,148(1),721(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,964(1),964(1),-,660(1),747(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,345(1),783(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,755(1),940(2),620(1),646(1),807(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,778(1),891(1),896(1),641(1),810(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,739(1),-,-,836(1),843(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,578(1),-,-,528(1),861(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,665(1),761(1),-,700(1),922(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1140(1),-,-,985(1),993(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,803(1),1026(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,628(1),628(1),629(1),1042(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1048(2),-,-,795(3),1048(3),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,822(1),1029(1),1056(1),610(1),1055(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,861(1),1145(2),1060(1),1100(1),-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,798(1),861(2),1035(1),1058(1),1105(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,940(1),1165(1),1172(1),1135(1),1144(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,1179(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1224(1),1224(1),1231(1),1205(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1196(1),1196(2),-,1040(2),1206(2),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1024(1),1024(1),-,1281(1),-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",RADIO DIAGNOSIS,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,576(1),576(1),577(1),1282(1),-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,834(1),1062(1),1068(1),1125(1),1286(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,1360(1),1591(2),1615(2),1311(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1240(2),1327(3),1339(1),1049(1),1316(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PAEDIATRICS,"₹68,60,000*","₹69,115*",1,"₹10,00,000",750,2125(1),-,2489(1),1335(2),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1391(1),1721(2),-,1401(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1327(1),1391(2),1403(1),1196(1),1404(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RD Gardi, Ujjain",RADIO DIAGNOSIS,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,1075(3),1507(2),1598(1),1251(3),1409(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"SSMC, Rewa",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,1410(1),1423(1),1304(1),1445(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,1316(1),-,1112(1),1459(1),-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,1455(1),1468(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,1470(1),-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1436(1),-,2422(1),1499(1),1514(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Peoples College, Bhopal",RADIO DIAGNOSIS,"₹74,55,000*","₹75,444",1,"₹10,00,000",1150,1066(2),1996(2),1917(1),1512(2),1527(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",EMERGENCY MEDICINE,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,-,1992(2),2057(2),1315(1),1562(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,1024(1),1618(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,805(1),-,-,1626(2),1644(2),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1413(1),-,-,1638(1),1656(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,1683(1),1702(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1307(1),1422(1),-,1718(1),-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,1221(1),1736(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1200(1),-,2861(2),1612(1),1766(1),-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,1778(1),-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,1802(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1418(1),1418(1),1432(1),1818(1),-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",PSYCHIATRY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,1822(1),1842(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1516(1),1668(1),-,1618(1),1852(1),-
