Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2024 1,CR 2024 2,CR 2024 3
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",OBG,"₹20,70,000*","₹69,115*",1,"₹10,00,000",1230,1787(1),1787(1),1827(1),-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Peoples College, Bhopal",PAEDIATRICS,"₹63,70,000*","₹75,444",1,"₹10,00,000",1150,-,1831(1),-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1216(1),1810(1),1853(1),-,-,-
MP Govt Quota,EWS/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,1868(1),-,-,-
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Amaltas IMS, Dewas",ANAESTHESIOLOGY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,1872(1),-,-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",TBRD,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,1875(1),-,-,-,-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,1879(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ENT,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,1903(1),-,-,-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Govt Med Coll, Khandwa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,-,1912(1),-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Index Med Coll, Indore",OBG,"₹70,17,500*","₹69,115*",1,"₹10,00,000",1299,-,1918(1),-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1919(1),-,-,-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",GENERAL SURGERY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,1928(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1533(1),1889(1),1944(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",DERMATOLOGY,"₹22,10,000*","₹72,633",1,"₹10,00,000",912,1364(1),1910(1),1966(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RKDF Medical College, Jatkhedi",OPHTHALMOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,1973(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,1935(1),1994(1),-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Aurobindo Med Coll, Indore",OBG,"₹72,45,000*","₹69,115*",1,"₹10,00,000",1230,-,2000(1),-,-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",DERMATOLOGY,"₹21,30,000*","₹75,444",1,"₹10,00,000",1150,1374(1),1941(1),2001(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,2040(1),2040(1),-,-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Peoples College, Bhopal",GENERAL MEDICINE,"₹66,67,500*","₹75,444",1,"₹10,00,000",1150,-,2075(1),-,-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,2081(1),-,-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,2085(1),-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"LNMC & RC, Bhopal",RADIO DIAGNOSIS,"₹79,80,000*","₹69,115*",1,"₹10,00,000",750,-,2106(1),-,-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",GENERAL SURGERY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,2110(1),-,-,-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",TBRD,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,2113(1),-,-,-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",EMERGENCY MEDICINE,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,2120(1),-,-,-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"RD Gardi, Ujjain",ORTHOPAEDICS,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,-,2123(1),-,-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",TBRD,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,2049(1),2049(1),2125(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"SSMC, Rewa",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1984(1),2142(1),-,-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",ANAESTHESIOLOGY,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,-,-,2146(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ORTHOPAEDICS,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,2150(1),-,-,-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANATOMY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,2153(1),-,-,-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",ENT,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,2161(1),-,2122(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",DERMATOLOGY,"₹22,80,000*","₹69,115*",1,"₹10,00,000",750,2184(1),2184(1),-,-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1480(1),2187(2),-,-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1121(1),2067(3),2191(2),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",DERMATOLOGY,"₹22,50,000*","₹69,115*",1,"₹10,00,000",1299,-,2111(2),2198(2),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PSYCHIATRY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,2199(1),-,-,-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,1162(1),1681(1),2210(1),-,-,-
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Chirayu Med Coll, Bhopal",ANAESTHESIOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,2100(3),2227(2),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",GENERAL SURGERY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2228(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1954(1),2135(1),2231(1),-,-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Khandwa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,1603(1),-,2272(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,2281(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"SSMC, Rewa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1683(1),-,2284(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,2300(1),-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Peoples College, Bhopal",ORTHOPAEDICS,"₹63,70,000*","₹75,444",1,"₹10,00,000",1150,-,2309(1),-,-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,2319(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",OBG,"₹19,70,000*","₹72,633",1,"₹10,00,000",912,-,2172(1),2328(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"SSMC, Rewa",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,1625(1),2338(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",SPM,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,2368(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",ANAESTHESIOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2378(1),-,-,-
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Index Med Coll, Indore",OPHTHALMOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,2228(3),2383(2),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",SPM,"₹7,50,000","₹69,115*",1,"₹10,00,000",750,-,-,2417(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",OPHTHALMOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1912(2),2166(2),2421(2),-,-,-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,2424(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Amaltas IMS, Dewas",ANAESTHESIOLOGY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,-,2425(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1790(1),-,2426(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",ANAESTHESIOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,2445(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,2196(2),2461(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,2467(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ENT,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,-,2217(2),2477(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",ANAESTHESIOLOGY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,2481(2),-,-,-
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Amaltas IMS, Dewas",OPHTHALMOLOGY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,2332(1),2513(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,2517(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,2519(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ENT,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,2522(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PSYCHIATRY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2532(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,2543(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,2555(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PATHOLOGY,"₹10,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,2562(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RKDF Medical College, Jatkhedi",ANAESTHESIOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,2613(2),-,-,-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"SSMC, Rewa",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,2627(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,2183(1),-,2637(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",ENT,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,2645(1),-,-,-
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Amaltas IMS, Dewas",ENT,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,2431(3),2650(2),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ENT,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1938(1),-,2652(1),-,-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Amaltas IMS, Dewas",ORTHOPAEDICS,"₹63,35,000*","₹69,115*",1,"₹10,00,000",720,-,-,2668(1),-,-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL SURGERY,"₹64,05,000*","₹72,633",1,"₹10,00,000",912,-,-,2704(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ANAESTHESIOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,2711(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PATHOLOGY,"₹10,00,000*","₹69,115*",1,"₹10,00,000",1230,-,-,2723(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Peoples College, Bhopal",SPM,"₹4,51,000*","₹75,444",1,"₹10,00,000",1150,-,-,2739(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",RADIATION ONCOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,2767(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",SPM,"₹99,800*","₹69,115*",1,"₹10,00,000",1299,-,-,2775(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",SPM,"₹11,00,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,2790(1),-,-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",OBG,"₹65,45,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,2797(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",FORENSIC MEDICINE,"₹4,51,000*","₹75,444",1,"₹10,00,000",1150,-,-,2824(2),-,-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",OPHTHALMOLOGY,"₹68,95,000*","₹69,115*",1,"₹10,00,000",1230,-,-,2831(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",SPM,"₹7,50,000","₹69,115*",1,"₹10,00,000",750,-,-,2841(1),-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Amaltas IMS, Dewas",PSYCHIATRY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,-,2847(1),-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",OPHTHALMOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2849(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",ENT,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2853(1),-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",ANAESTHESIOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2870(1),-,-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",PAEDIATRICS,"₹64,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,2871(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,2876(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PHARMACOLOGY,"₹99,800*","₹69,115*",1,"₹10,00,000",1299,-,-,2879(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ANAESTHESIOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2888(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1953(1),-,2892(1),-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",SPM,"₹1,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,2933(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,2943(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,2982(1),-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",ANAESTHESIOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,3005(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,3028(2),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,3031(1),-,-,-
MP Priv-Open,SC/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",SPM,"₹99,800*","₹69,115*",1,"₹10,00,000",1299,-,-,3033(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,3036(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,3077(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",SPM,"₹7,50,000","₹69,115*",1,"₹10,00,000",750,-,-,3085(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",MICROBIOLOGY,"₹4,51,000*","₹75,444",1,"₹10,00,000",1150,-,-,3089(2),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",ENT,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,3094(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",SPM,"₹4,51,000*","₹75,444",1,"₹10,00,000",1150,-,-,3099(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",FORENSIC MEDICINE,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,3106(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",SPM,"₹11,00,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,3112(2),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",PATHOLOGY,"₹8,50,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,3113(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,2078(1),-,3139(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",MICROBIOLOGY,"₹9,10,000*","₹72,633",1,"₹10,00,000",912,-,-,3140(1),-,-,-
MP Govt-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Govt Med Coll, Datia",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,3156(1),-,-,-
MP Priv-Open,ST/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",ENT,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,3156(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,3160(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ENT,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,3186(1),-,-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Ratlam",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,3188(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,3197(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",SPM,"₹1,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,3199(2),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",MICROBIOLOGY,"₹9,10,000*","₹72,633",1,"₹10,00,000",912,-,-,3201(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",MICROBIOLOGY,"₹7,50,000","₹69,115*",1,"₹10,00,000",750,-,-,3227(3),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PHARMACOLOGY,"₹1,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,3235(2),-,-,-
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Aurobindo Med Coll, Indore",PHYSIOLOGY,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,3238(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",RADIATION ONCOLOGY,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,1970(1),-,3244(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RKDF Medical College, Jatkhedi",SPM,"₹11,00,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,3250(2),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,3252(1),-,-,-
MP Priv-Open,SC/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",SPM,"₹7,50,000","₹69,115*",1,"₹10,00,000",750,-,-,3258(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ANATOMY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,3268(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"SSMC, Rewa",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,3280(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1856(1),-,3307(2),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,3314(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PATHOLOGY,"₹9,10,000*","₹72,633",1,"₹10,00,000",912,-,-,3333(1),-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"RKDF Medical College, Jatkhedi",ENT,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,3344(1),-,-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ANAESTHESIOLOGY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,3348(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,2102(1),-,3358(3),-,-,-
