Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,246(1),-,-,-,-,-
PB Priv-SGRDGener.,GEN-All India,Punjab,"SDRD, Amritsar",BIOCHEMISTRY,"₹25,000*",Info not available,0,₹0,800,-,-,-,249(1),-,-,-,-,-,-
PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",MICROBIOLOGY,"₹5,00,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,252(1),-,-,-,-,-,-
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",BIOCHEMISTRY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,254(1),-,-,-,-,-,-
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Patiala",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,257(1),-,-,-,-,-,-
PB - Govt Quota,GEN-All India,Punjab,"Guru Govind Singh, Faridkot",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,259(1),248(1),-,-,-,-,-
PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",OBG,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,219(1),260(1),186(1),-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",OBG,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,262(1),250(1),-,-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",PSYCHIATRY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,273(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Guru Govind Singh, Faridkot",ORTHOPAEDICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,161(1),290(1),-,-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",GENERAL SURGERY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,153(1),293(1),-,-,-,-,-,-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",ENT,"₹6,50,000*","₹50,000",0,₹0,1326,206(1),310(1),258(1),-,-,-,-,-,-,-
PB Priv-SGRDGener.,GEN,Punjab,"SDRD, Amritsar",DERMATOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,271(1),318(1),-,-,-,-,-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",OBG,"₹6,50,000*","₹50,000",0,₹0,1326,264(1),-,331(1),-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Guru Govind Singh, Faridkot",GENERAL SURGERY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,401(1),316(1),-,-,-,-,-,-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",PAEDIATRICS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,390(1),406(1),-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",TBRD,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,431(1),361(1),-,-,-,-,-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Dr BR Ambedkar IMS, SAS Nagar (Mohali)",DNBOBG,-,-,-,-,420,478(1),353(1),279(1),-,-,-,-,-,-,-
PB Priv-DMC Mgmt,BC,Punjab,"DMC, Ludhiana",GENERAL SURGERY,"₹6,50,000*","₹50,000",0,₹0,1326,497(1),442(1),362(1),-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",TBRD,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,518(1),-,-,-,-,-,-,-,-,-
Punjab DNB Serv,GEN,Punjab,"SBLS Civil Hospital, Jalandhar",DNBGENERAL MEDICINE,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",470,544(1),-,253(1),-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",OPHTHALMOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,549(1),385(1),-,-,-,-,-,-,-,-
Punjab DNB Serv,GEN,Punjab,"MataKaushalya GovtHosp,Patiala",DNBOBG,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",300,551(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",ORTHOPAEDICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,554(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Guru Govind Singh, Faridkot",ANAESTHESIOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,558(1),-,-,-,-,-,-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Lord MahavirCivilHosp,Ludhiana",DNBOBG,-,-,-,-,250,569(1),-,-,-,-,-,-,-,-,-
PB Priv-DMC Mgmt,GEN-PH,Punjab,"DMC, Ludhiana",DERMATOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,-,590(1),-,-,-,-,-,-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",PSYCHIATRY,"₹6,50,000*","₹50,000",0,₹0,1326,601(1),380(1),-,-,-,-,-,-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",OBG,"₹6,50,000*","₹50,000",0,₹0,1326,609(1),401(1),359(1),-,-,-,-,-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",OBG,"₹6,50,000*","₹46,000",0,₹0,775,626(1),-,371(1),-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",ANAESTHESIOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,629(1),-,-,-,-,-,-,-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",IHBT,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,648(1),-,-,-,-,-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",ENT,"₹6,50,000*","₹50,000",0,₹0,1326,650(1),518(1),423(1),-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Amritsar",ANAESTHESIOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,654(1),-,-,-,-,-,-,-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",ENT,"₹6,50,000*","₹46,000",0,₹0,775,685(1),550(1),456(1),-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",PATHOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,583(1),508(1),690(1),-,-,-,-,-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",TBRD,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,694(1),407(1),-,-,-,-,-,-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",OPHTHALMOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,698(1),415(1),-,-,-,-,-,-,-,-
PB Priv-SGRDGener.,GEN,Punjab,"SDRD, Amritsar",ENT,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,701(1),-,502(1),-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,BC,Punjab,"Adesh IMS, Bhatinda",PSYCHIATRY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,714(1),494(1),-,-,-,-,-,-,-,-
PB Priv-AdeshGenMerit,GEN-All India,Punjab,"Adesh IMS, Bhatinda",PATHOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,753(2),-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,800(1),-,542(1),-,-,-,-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",OBG,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,823(1),478(1),402(1),-,-,-,-,-,-,-
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Patiala",OBG,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,828(1),-,-,-,-,-,-,-
PB Priv-SGRDGener.,GEN-All India,Punjab,"SDRD, Amritsar",PHARMACOLOGY,"₹25,000*",Info not available,0,₹0,800,-,-,837(2),-,-,-,-,-,-,-
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,841(1),-,-,-,-,-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",PATHOLOGY,"₹6,50,000*","₹46,000",3*,Info not available*,775,-,-,842(1),-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",PHYSIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,844(1),216(1),-,-,-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",ENT,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,846(1),584(1),-,-,-,-,-,-,-,-
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Amritsar",GENERAL MEDICINE,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,851(1),-,-,-,-,-,-,-
PB Priv-DMC Mgmt,GEN-PH,Punjab,"DMC, Ludhiana",GENERAL MEDICINE,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,858(1),-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,BC,Punjab,"Adesh IMS, Bhatinda",GENERAL SURGERY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,861(1),664(1),580(1),109(1),-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",RADIATION ONCOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,866(1),516(1),-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",RADIATION ONCOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,866(1),516(1),-,-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,877(1),-,-,-,-,-,-,-
PB Priv-CMC NRI,NRI,Punjab,"CMC, Ludhiana",DERMATOLOGY,"₹1,04,38,000*","₹46,000",0,₹0,775,561(1),-,880(1),-,-,-,-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",PATHOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,889(1),816(1),-,-,-,-,-,-,-,-
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",PHYSIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,897(1),-,-,-,-,-,-,-
PB Priv-DMC NRI,NRI,Punjab,"DMC, Ludhiana",ORTHOPAEDICS,"₹54,28,000*","₹50,000",0,₹0,1326,-,-,899(1),-,-,-,-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Dist Hosp,Fategarh Sahib,Punjab",DNBOBG,-,-,-,-,-,909(1),384(1),491(1),-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",PSYCHIATRY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,911(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Homi Bhabha CancerHosp,Sangrur",RADIATION ONCOLOGY,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",100,921(1),639(1),556(1),-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",OPHTHALMOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,927(1),-,562(1),-,-,-,-,-,-,-
Punjab DNB Serv,SC,Punjab,"Lord MahavirCivilHosp,Ludhiana",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",250,980(1),-,-,-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,BC,Punjab,"Adesh IMS, Bhatinda",ORTHOPAEDICS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,1037(1),-,533(1),-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",ENT,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,1039(1),586(1),660(1),-,-,-,-,-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",RADIATION ONCOLOGY,"₹6,50,000*","₹46,000",0,₹0,775,1076(1),694(1),-,-,-,-,-,-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",ANAESTHESIOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,1107(1),649(1),404(1),-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1130(1),-,745(1),-,-,-,-,-,-,-
Punjab DNB Serv,SC,Punjab,"SBLS Civil Hospital, Jalandhar",DNBGENERAL SURGERY,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",470,1172(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,1212(1),688(1),719(1),-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",PHARMACOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,1219(1),790(1),646(1),-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Amritsar",SPM,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1268(1),-,862(1),-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Guru Govind Singh, Faridkot",SPM,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,1320(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,1330(1),822(1),-,-,-,-,-,-,-,-
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",PHARMACOLOGY,"₹2,60,000*","₹50,000",0,₹0,1326,1352(1),-,-,-,-,-,-,-,-,-
PB Priv-SGRDSikhMin.,GEN,Punjab,"SDRD, Amritsar",MICROBIOLOGY,"₹25,000*","₹65,000",0,₹0,800,1409(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Amritsar",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1420(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,1430(1),-,751(1),-,-,-,-,-,-,-
PB Priv-SGRDSikhMin.,GEN,Punjab,"SDRD, Amritsar",SPM,"₹25,000*","₹65,000",0,₹0,800,1458(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",BIOCHEMISTRY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1478(1),-,-,-,-,-,-,-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",MICROBIOLOGY,"₹2,60,000*","₹50,000",0,₹0,1326,1532(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",PHYSIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,1535(1),-,-,-,-,-,-,-,-,-
