Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
UP-Govt Quota,EW,Uttar Pradesh,"KGMU, Lucknow",SPM,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,3648(1),3959(1),-,-,-,4398(1),4398(1),4515(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Dr RML IMS, Lucknow",SPM,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,2644(1),3370(1),-,-,-,3701(1),4337(1),4520(1),6082(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",OPHTHALMOLOGY,"₹25,40,649*","₹32,000",0,₹0,1200,3221(4),3525(4),-,-,-,3721(4),4202(4),4525(4),5438(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",PAEDIATRICS,"₹29,09,009*","₹24,000*",1,"₹7,50,000",720,2853(9),3079(9),-,-,-,3712(13),4192(13),4527(13),5224(1),-
UP-Govt Quota,EW,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,2537(1),3237(1),-,-,-,3168(1),4439(1),4559(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"TS Misra Med Coll, Lucknow",ORTHOPAEDICS,"₹21,63,946*","₹30,000",0,₹0,735,3493(2),3786(2),-,-,-,4064(2),4478(2),4598(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Kanpur",ORTHOPAEDICS,"₹25,62,430*","₹30,000",0,₹0,730,2792(3),3013(3),-,-,-,3936(3),4483(3),4603(3),6113(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",TBRD,"₹23,09,009*","₹24,000*",1,"₹5,00,000",720,3100(5),3352(5),-,-,-,4012(5),4486(5),4606(5),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"TS Misra Med Coll, Lucknow",TBRD,"₹21,63,946*","₹30,000",0,₹0,735,3410(2),3694(2),-,-,-,3892(2),4219(2),4608(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SRMS IMS, Bareilly",PSYCHIATRY,"₹23,00,000*","₹32,000*",1*,₹0*,950,3430(3),3719(3),-,-,-,3783(5),4490(5),4610(5),-,-
UP-Govt Quota,UR,Uttar Pradesh,"UP Univ of Med Sci, Etawah",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,3120(2),3707(2),-,-,-,2709(2),4091(2),4613(3),-,-
UP-Govt Quota,EW,Uttar Pradesh,"Govt Med Coll, Kannauj",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,4494(1),4614(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Hapur",TBRD,"₹24,75,612*","₹30,000*",Info Not Available,Info not available,1259,3238(3),3507(3),873(1),-,-,4106(3),4496(3),4616(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",PSYCHIATRY,"₹24,00,000*","₹45,000",0,₹0,932,4099(1),4455(1),-,-,-,4504(1),4504(1),4624(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",RADIO DIAGNOSIS,"₹42,50,000*","₹45,000",0,₹0,932,2959(2),3199(2),-,-,-,4512(2),4512(2),4633(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Firozobad",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",517,-,-,-,-,-,4789(1),4607(1),4634(1),5844(1),7704(1)
UP Priv-Open Quota,UR,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PAEDIATRICS,"₹36,10,000*","₹62,000",0,₹0,850,2826(5),3049(5),-,-,-,3738(5),4380(5),4643(5),5121(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",TBRD,"₹25,24,901*","₹35,000",1*,₹0*,580,3264(2),3535(2),-,-,-,3612(2),4484(2),4650(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Kanpur",TBRD,"₹25,62,430*","₹30,000",0,₹0,730,3179(2),3441(2),-,-,-,3525(2),4376(2),4652(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,Muzaffarnagar Medical College,GENERAL SURGERY,"₹23,23,197*","₹56,100*",1*,₹0*,857,3227(8),3496(8),630(2),209(1),158(1),3897(8),4533(8),4654(8),5634(1),-
UP-Govt Quota,ST,Uttar Pradesh,"S N Med Coll, Agra",OBG,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,-,-,-,-,-,3719(1),4534(1),4655(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"KGMU, Lucknow",MICROBIOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,3615(3),3925(3),-,-,-,3747(4),3795(4),4667(4),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"KD Med Coll, Mathura",PSYCHIATRY,"₹21,63,946*","₹32,000",0,₹0,720,3870(2),4198(2),-,-,-,4015(2),4546(2),4668(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"IIMSR, Lucknow",PAEDIATRICS,"₹38,95,000*","₹40,800",0,₹0,540,2937(1),3066(1),-,-,-,3904(1),4440(1),4673(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Varun Arjun, Shahjahanpur",TBRD,"₹23,38,116*","₹24,000*",1,"₹5,00,000",770,3633(2),3944(2),-,-,-,4149(2),4734(2),4675(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt IMS, Kasna",MICROBIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,4554(1),4554(1),4676(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Super Spec Paediatric, Noida",MICROBIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",312,3476(1),3768(1),-,-,-,4574(1),4574(1),4696(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",OPHTHALMOLOGY,"₹14,43,744*","₹30,000*",2*,₹0*,938,2897(6),3217(6),782(1),-,-,3740(3),4303(3),4697(5),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",GENERAL SURGERY,"₹25,40,649*","₹32,000",0,₹0,1200,3484(11),3777(11),592(1),-,-,3511(9),4590(9),4715(9),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SRMS IMS, Bareilly",GENERAL SURGERY,"₹25,09,957*","₹32,000*",1*,₹0*,950,2825(8),3048(8),-,-,-,3309(12),4387(12),4717(12),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",PSYCHIATRY,"₹25,24,901*","₹35,000",1*,₹0*,580,4307(2),4240(2),-,-,-,3959(2),4603(2),4730(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",PAEDIATRICS,"₹38,50,000*","₹45,000",0,₹0,932,3388(2),3672(2),-,-,-,3868(2),4613(2),4741(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SRMS IMS, Bareilly",OPHTHALMOLOGY,"₹25,09,957*","₹32,000*",1*,₹0*,950,2794(3),3015(3),-,-,-,3570(5),4622(5),4750(5),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rajshree MRI, Bareilly",TBRD,"₹24,89,880*","₹32,000",1*,₹0*,740,3359(2),3641(2),-,-,-,4307(2),4531(2),4785(2),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",DERMATOLOGY,"₹42,50,000*","₹45,000",0,₹0,932,2686(1),2898(1),-,-,-,4660(1),4660(1),4791(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",TBRD,"₹29,50,000*","₹62,000",0,₹0,850,3038(2),3286(2),-,-,-,3858(2),4310(2),4803(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"KGMU, Lucknow",HOSPITAL ADMINISTRATION,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,2659(1),2869(1),-,-,-,3165(1),4231(1),4812(1),5926(1),7444(1)
UP-Govt Quota,SC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,2703(1),2941(1),801(1),-,-,3524(1),4151(1),4826(1),6871(1),-
UP-Govt Quota,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,-,-,-,-,-,3330(1),3621(2),4859(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Dr RML IMS, Lucknow",PHYSIOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,3858(1),4184(1),-,-,-,-,-,4861(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Govt IMS, Kasna",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,2956(1),4740(1),4872(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",GENERAL SURGERY,"₹14,43,744*","₹30,000*",2*,₹0*,938,3002(15),3247(15),-,-,-,3314(7),4597(7),4877(11),5037(1),4692(1)
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",OPHTHALMOLOGY,"₹25,24,901*","₹35,000",1*,₹0*,580,3873(2),4070(2),1065(1),-,-,4349(2),4749(2),4881(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"National Captl Reg IMS, Meerut",ORTHOPAEDICS,"₹22,35,387*","₹56,100",0,₹0,680,-,-,-,-,-,4771(8),4771(8),4903(8),-,-
UP-Govt Quota,SC,Uttar Pradesh,"LLRM Med Coll, Meerut",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,3783(1),4101(1),-,-,-,5155(1),5155(1),4917(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"GS Med Coll Hosp,Hapur",OPHTHALMOLOGY,"₹21,63,946*","₹32,000",0,₹0,Info Not Available,4304(3),4682(3),-,-,-,4287(3),4798(3),4930(3),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",GENERAL MEDICINE,"₹39,60,000*","₹62,000",0,₹0,850,3362(6),3644(6),-,-,-,3824(6),4806(6),4938(6),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",PAEDIATRICS,"₹35,90,000*","₹40,000",0,₹0,600,3064(1),3314(1),-,-,-,3895(2),4722(2),4940(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Hapur",ORTHOPAEDICS,"₹24,75,612*","₹30,000*",Info Not Available,Info not available,1259,3308(4),3583(4),-,-,-,4146(4),4829(4),4954(4),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",ORTHOPAEDICS,"₹25,24,901*","₹35,000",1*,₹0*,580,3247(4),3517(4),-,-,-,3789(4),4571(4),4961(4),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",TBRD,"₹21,63,946*","₹18,000",0,₹0,410,3711(3),3824(3),920(1),387(1),-,4310(3),4672(3),4976(3),5350(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Saraswati IMS, Hapur",OPHTHALMOLOGY,"₹20,22,143*","₹32,000*",0,₹0,851,3707(4),4018(4),1064(1),-,-,4445(4),4854(4),4987(4),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Hapur",OPHTHALMOLOGY,"₹24,75,612*","₹30,000*",Info Not Available,Info not available,1259,4135(3),4491(3),-,-,-,4621(3),4621(3),4990(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Mayo IMS, Barabanki",TBRD,"₹20,30,961*","₹14,000*",1*,₹0*,736,3439(2),3729(2),-,-,-,4181(2),4654(2),4994(2),6267(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",TBRD,"₹34,90,000*","₹40,000",0,₹0,600,3559(1),3860(1),-,-,-,4376(1),3994(1),4995(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"BRD Med Coll, Gorakhpur",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,2649(2),3144(2),832(1),-,-,3812(2),4617(2),5005(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,3395(1),3679(1),-,-,-,4881(1),4881(1),5014(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"KD Med Coll, Mathura",OPHTHALMOLOGY,"₹21,63,946*","₹32,000",0,₹0,720,4351(2),4735(2),1289(1),-,-,4657(2),4657(2),5018(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,-,-,984(1),-,-,4241(1),4886(1),5020(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Saraswati IMS, Hapur",PSYCHIATRY,"₹20,22,143*","₹32,000*",0,₹0,851,3758(4),4074(4),1155(1),-,-,4548(4),5016(4),5035(4),-,-
UP-Govt Quota,UR,Uttar Pradesh,"MLN Med Coll, Allahabad",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,2136(1),1418(1),1116(2),465(1),-,3269(2),3974(2),5036(2),-,-
UP-Govt Quota,ST,Uttar Pradesh,"MLN Med Coll, Allahabad",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,3051(1),4908(1),5043(1),5804(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"GS Med Coll Hosp,Hapur",PSYCHIATRY,"₹21,63,946*","₹32,000",0,₹0,Info Not Available,4246(2),4506(2),-,-,-,4429(2),4952(2),5089(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",TBRD,"₹21,63,946*","₹15,000*",0,₹0,700,3659(4),3869(4),887(1),411(1),-,4344(4),4703(4),5097(4),5871(1),-
UP-Govt Quota,UR,Uttar Pradesh,"S N Med Coll, Agra",FORENSIC MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,-,-,1292(1),-,-,-,-,5103(1),4576(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",GENERAL SURGERY,"₹27,00,000*","₹69,600",0,₹0,1000,3434(8),3724(8),257(1),470(1),164(1),4351(8),4958(8),5180(8),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,5040(1),5040(1),5184(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Sitapur",ORTHOPAEDICS,"₹20,40,950*","₹30,000",1*,₹0*,700,3328(2),3605(2),-,-,-,4483(5),5058(5),5203(5),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLN Med Coll, Allahabad",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,3276(1),4183(1),1359(1),-,-,3898(1),5077(1),5222(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,3876(2),4407(2),-,-,-,4610(1),5080(1),5225(1),6696(1),-
UP-Govt Quota,ST,Uttar Pradesh,"GSVM Med Coll, Kanpur",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,-,-,-,-,-,5100(1),5100(1),5246(1),9862(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"National Captl Reg IMS, Meerut",GENERAL SURGERY,"₹22,35,387*","₹56,100",0,₹0,680,-,-,-,-,-,5485(10),5149(10),5297(10),-,-
UP-Govt Quota,SC,Uttar Pradesh,"S N Med Coll, Agra",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,2513(1),2707(1),-,-,-,3213(1),3434(1),5303(2),6674(3),7136(1)
UP Priv-Open Quota,UR,Uttar Pradesh,"Heritage IMS, Varanasi",GENERAL SURGERY,"₹21,12,517*","₹21,000",0,₹0,735,3684(3),3995(3),-,-,-,4467(6),4677(6),5312(6),6460(1),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",GENERAL MEDICINE,"₹39,90,000*","₹40,000",0,₹0,600,4162(2),4522(2),-,-,-,5057(2),5191(2),5339(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,2667(2),3017(2),817(1),-,-,3700(2),4222(2),5362(2),6931(1),-
UP-Govt Quota,BC,Uttar Pradesh,"LLRM Med Coll, Meerut",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,3771(1),4089(1),-,-,-,4161(1),5214(1),5363(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"IIMSR, Lucknow",DERMATOLOGY,"₹41,95,000*","₹45,000",0,₹0,540,3385(1),3669(1),-,-,-,5218(1),5218(1),5367(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,Noida International Inst of MS,ORTHOPAEDICS,"₹22,35,387*","₹30,000",0,₹0,-,-,-,-,-,-,-,5232(9),5382(9),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Govt IMS, Kasna",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,-,-,5385(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Dr RML IMS, Lucknow",MICROBIOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,2688(2),2900(2),-,-,-,4403(3),4400(3),5405(3),3722(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Venkateshwara IMS, Gajraula",ORTHOPAEDICS,"₹21,63,946*","₹36,000",0,₹0,750,3739(3),4053(3),-,-,-,4506(3),5256(3),5407(3),-,-
UP-Govt Quota,UR,Uttar Pradesh,"GSVM Med Coll, Kanpur",FORENSIC MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,-,-,-,-,-,3768(1),5277(1),5430(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",DERMATOLOGY,"₹38,90,000*","₹40,000",0,₹0,600,3052(1),3300(1),-,-,-,5278(1),5278(1),5431(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",DERMATOLOGY,"₹39,90,000*","₹62,000",0,₹0,850,2587(2),2829(2),-,-,-,5061(3),5288(3),5441(3),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,5376(1),5307(1),5461(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Kannauj",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,4883(1),5468(1),6985(1),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PAEDIATRICS,"₹36,10,000*","₹62,000",0,₹0,850,4106(5),4462(5),-,-,-,5320(5),5320(5),5475(5),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",ENT,"₹14,43,744*","₹30,000*",2*,₹0*,938,3880(2),3796(2),-,-,-,3973(2),4745(2),5477(3),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",PAEDIATRICS,"₹35,90,000*","₹40,000",0,₹0,600,4211(1),4575(1),-,-,-,6026(2),6026(2),5479(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",TBRD,"₹32,50,000*","₹45,000",0,₹0,932,3811(1),4131(1),-,-,-,4140(1),5344(1),5499(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"IIMSR, Lucknow",GENERAL MEDICINE,"₹39,95,000*","₹40,800",0,₹0,540,3397(2),3681(2),-,-,-,4427(2),4910(2),5505(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",RADIATION ONCOLOGY,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,3588(2),5111(2),5514(3),7763(2),-
UP Priv-Open Quota,UR,Uttar Pradesh,"National Captl Reg IMS, Meerut",PSYCHIATRY,"₹22,35,387*","₹56,100",0,₹0,680,-,-,-,-,-,5372(3),5372(3),5527(3),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",OBG,"₹39,80,000*","₹62,000",0,₹0,850,3552(4),3852(4),-,-,-,5380(4),5380(4),5538(4),-,-
UP-Govt Quota,UR,Uttar Pradesh,"S N Med Coll, Agra",MICROBIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,-,-,-,-,-,4423(1),4423(1),5546(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Azamgarh",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",550,3294(1),3569(1),1170(1),-,-,4233(2),5390(2),5548(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Sitapur",PSYCHIATRY,"₹20,40,950*","₹30,000",1*,₹0*,700,4522(2),4931(2),-,409(1),311(1),5223(2),5395(2),5553(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Saraswati IMS, Hapur",GENERAL SURGERY,"₹20,22,143*","₹32,000*",0,₹0,851,3721(10),4033(10),703(1),-,-,4458(10),5397(10),5555(10),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SRMS IMS, Bareilly",EMERGENCY MEDICINE,"₹22,00,000*","₹32,000*",1*,₹0*,950,3407(2),3691(2),-,-,-,3878(2),5398(2),5556(2),6880(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"TS Misra Med Coll, Lucknow",OPHTHALMOLOGY,"₹21,63,946*","₹30,000",0,₹0,735,4267(2),4640(2),-,-,-,5072(2),5403(2),5561(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,3710(1),3876(1),-,-,-,5261(1),5406(1),5564(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Hapur",PSYCHIATRY,"₹24,75,612*","₹30,000*",Info Not Available,Info not available,1259,4227(3),4591(3),-,-,-,4819(3),5409(3),5568(3),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Bahraich",FORENSIC MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,6285(1),5416(1),5575(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",ENT,"₹25,40,649*","₹32,000",0,₹0,1200,4137(3),4494(3),-,-,-,4859(3),5431(3),5591(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"KD Med Coll, Mathura",GENERAL SURGERY,"₹21,63,946*","₹32,000",0,₹0,720,4023(12),4367(12),717(1),477(1),-,5149(12),5581(12),5603(12),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",GENERAL SURGERY,"₹25,24,901*","₹35,000",1*,₹0*,580,3408(4),3692(4),-,-,-,4814(7),5187(7),5607(7),-,-
UP-Govt Quota,BC,Uttar Pradesh,"KGMU, Lucknow",BIOCHEMISTRY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,3365(1),3647(1),-,-,-,4337(1),4715(1),5609(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"MLB Med Coll, Jhansi",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,2549(1),2743(1),-,-,-,3443(1),3700(1),5612(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Firozobad",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",517,-,-,-,-,-,5214(1),5459(1),5621(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",EMERGENCY MEDICINE,"₹14,43,744*","₹30,000*",2*,₹0*,938,3103(2),3355(2),-,-,-,3143(1),5464(1),5626(2),5331(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",OPHTHALMOLOGY,"₹30,60,000*","₹69,600",0,₹0,1000,3404(2),3688(2),-,-,-,4714(2),4912(2),5635(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",ENT,"₹19,00,000*","₹40,000",0,₹0,600,-,4914(1),-,-,-,5802(2),6865(2),5643(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",ORTHOPAEDICS,"₹29,09,009*","₹24,000*",1,"₹15,00,000",720,3502(10),3704(10),1060(4),324(1),171(1),4624(10),5291(10),5645(10),5888(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"GS Med Coll Hosp,Hapur",GENERAL SURGERY,"₹21,63,946*","₹32,000",0,₹0,Info Not Available,3949(4),4289(4),-,-,-,4538(4),5503(4),5669(4),6467(2),-
UP Priv-Open Quota,UR,Uttar Pradesh,Muzaffarnagar Medical College,EMERGENCY MEDICINE,"₹23,23,197*","₹56,100*",1*,₹0*,857,3847(3),4170(3),976(1),-,-,4393(3),5504(3),5670(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Heritage IMS, Varanasi",OPHTHALMOLOGY,"₹21,12,517*","₹21,000",0,₹0,735,3821(2),4142(2),-,-,-,4586(2),5127(2),5673(4),-,-
UP-Govt Quota,UR,Uttar Pradesh,"KGMU, Lucknow",PHARMACOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,3403(4),3687(4),720(1),719(1),-,4021(4),4545(4),5675(5),-,-
UP-Govt Quota,SC,Uttar Pradesh,"MLB Med Coll, Jhansi",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,3666(1),3829(1),1320(1),804(1),-,5287(1),5539(1),5708(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"IIMSR, Lucknow",OBG,"₹39,95,000*","₹40,800",0,₹0,540,3541(1),3840(1),1330(1),-,-,5546(3),5546(3),5715(3),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MICROBIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,4872(1),6038(1),5738(1),7894(1),7881(1)
UP-Govt Quota,SC,Uttar Pradesh,"MLN Med Coll, Allahabad",TRANSFUSION MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,2884(1),3505(1),5741(1),6465(1),8444(1)
UP Priv-Open Quota,UR,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",ORTHOPAEDICS,"₹21,63,946*","₹18,000",0,₹0,410,3690(3),3930(3),-,-,-,4673(3),5533(3),5745(3),-,-
